,region,new,price,bedrm,bth,sqft,crime,typ_val,val_pct,typ_sqft,sqft_pct,eschl,mschl,hschl,bsmnt,gas,forsdair,elctric,solar,dayonmark,yrbuilt,update,stories,n_rooms,garage,pp_sqft,roof,floors,exterior,lot_sz,prk_spc,parking,hoa_fee,sec_sys,pool,list_cnt,assess
1603 Oakley Ave,Kansas City,1,52500.0,3,2,950,3,49441.0,6.0,45.0,23.0,1,1,1,1,1,1,0,0,163.0,1900.0,0,1,5,0,55.0,1,7,8,4500.0,2.2,3,0,0,0,9,0
1605 Brookfield Mnr,Columbia,0,595000.0,6,5,6379,1,254792.0,134.0,128.0,-27.0,1,1,1,1,1,1,0,0,119.0,2001.0,0,2,11,1,93.0,1,7,5,6379.0,3.0,3,0,1,0,7,0
1605 Harkee Dr,Saint Louis,1,169900.0,3,3,2300,1,126286.0,35.0,113.0,-35.0,1,1,1,0,1,1,0,0,4.0,1965.0,0,1,6,1,74.0,1,2,5,9278.0,2.0,3,0,0,0,1,0
1605 Thoroughbred Ln,Saint Louis,0,152000.0,3,2,1151,1,146703.0,4.0,105.0,26.0,1,1,1,0,1,1,0,0,80.0,1962.0,0,1,7,1,132.0,1,2,7,7710.0,1.0,3,0,0,0,4,0
1606 SW Arbormill Ter,Lees Summit,1,451269.0,4,3,2636,2,337199.0,34.0,150.0,14.0,1,1,1,0,1,1,0,0,1.0,2020.0,0,1,7,1,171.0,1,2,7,10018.0,3.0,3,35,0,0,0,0
1608 S Raford Dr,Springfield,0,625000.0,5,4,5389,1,313316.0,99.0,120.0,-3.0,1,1,1,1,1,1,1,0,60.0,2004.0,0,2,10,1,116.0,1,7,3,5389.0,3.0,3,0,1,0,1,0
1610 Oakley Ave,Kansas City,1,39980.0,4,2,1272,3,49441.0,-19.0,45.0,-30.0,1,1,1,1,0,1,0,0,1.0,1906.0,0,2,6,0,31.0,1,0,8,3920.0,2.2,0,0,0,0,1,0
1610 SW Blackstone Pl,Lees Summit,0,434000.0,4,3,2745,1,337199.0,29.0,150.0,5.0,1,1,1,0,0,0,0,0,141.0,2019.0,0,1,7,1,158.0,1,2,5,2745.0,3.0,3,0,0,0,2,0
1610 Summit St,Kansas City,1,1350000.0,3,4,2264,1,245732.0,449.0,207.0,188.0,1,1,1,1,1,1,0,0,180.0,2011.0,0,2,7,1,596.0,0,7,5,2264.0,11.0,3,0,0,0,8,0
1611 Locust St #403,Saint Louis,0,265000.0,2,2,2062,4,143672.0,84.0,110.0,17.0,1,1,1,1,0,1,1,0,127.0,1920.0,1,1,4,1,129.0,1,7,5,2062.0,2.0,3,508,0,0,9,0
1612 N Grant Ave,Springfield,0,55000.0,1,1,1022,4,117917.0,-53.0,93.0,-42.0,1,2,1,0,1,1,0,0,26.0,1921.0,0,1,5,1,54.0,1,0,7,7143.0,2.2,3,0,0,0,1,0
1612 W Calhoun St,Springfield,0,72500.0,2,1,864,3,129720.0,-44.0,125.0,-33.0,1,2,1,0,1,1,0,0,78.0,1963.0,0,1,4,0,84.0,1,0,7,9147.0,2.2,0,0,0,0,2,0
1615 W Nichols St,Springfield,0,159900.0,4,2,3026,3,129720.0,23.0,125.0,-58.0,1,2,1,0,1,1,0,0,76.0,1923.0,1,1,6,1,53.0,3,0,7,1.0,2.0,2,0,0,0,7,0
1617 Clara Ave,Saint Louis,0,34000.0,3,1,1034,2,123184.0,-72.0,114.0,-71.0,1,0,1,1,0,1,1,0,68.0,1909.0,1,1,6,1,33.0,1,7,0,2744.0,2.2,3,0,0,0,5,0
1618 SW Blackstone Pl,Lees Summit,0,452600.0,4,5,3003,1,337199.0,156.27602905569006,150.0,34.0,1,1,1,0,0,0,0,0,57.0,2020.0,0,1,9,1,151.0,1,6,5,3003.0,3.0,3,0,0,0,1,0
1619 S Oak Grove Ave,Springfield,1,65000.0,1,1,680,1,186454.0,-65.0,112.0,-15.0,1,1,1,0,1,0,0,0,7.0,1956.0,0,1,4,1,96.0,1,0,5,680.0,2.2,3,0,0,0,1,0
1627 Locust St #703,Saint Louis,1,109000.0,1,1,797,4,143672.0,-24.0,110.0,24.0,1,1,1,0,0,1,1,0,5.0,1900.0,0,1,2,1,137.0,1,7,5,797.0,1.0,3,166,0,0,1,0
1629 S Sieger Dr,Springfield,0,174900.0,5,3,2528,1,186454.0,-6.0,112.0,-38.0,1,1,1,0,1,1,0,0,57.0,1963.0,1,2,2,1,69.0,0,0,6,10454.0,2.0,3,0,0,0,11,0
1629 W 50th St,Kansas City,0,449500.0,3,4,1875,1,371379.0,21.0,246.0,-3.0,1,1,1,1,1,1,0,0,47.0,1925.0,0,1,7,1,240.0,1,6,6,4356.0,1.0,1,7,0,0,8,0
1631 Parker Rd,Saint Louis,0,125000.0,3,2,1323,1,110535.0,13.0,86.0,10.0,1,1,1,0,1,1,0,0,37.0,1948.0,0,1,5,1,94.0,1,2,1,1.0,2.0,2,0,0,0,8,0
1633 E Central St,Springfield,0,87000.0,2,1,988,2,129720.0,-33.0,125.0,-30.0,1,2,1,0,1,1,0,0,79.0,1951.0,0,1,5,1,88.0,1,7,7,7840.0,1.0,3,0,0,0,1,0
1636 W Lindberg St,Springfield,0,165900.0,3,3,1948,1,156720.0,6.0,109.0,-22.0,1,1,1,1,1,1,0,0,36.0,1977.0,0,2,6,1,85.0,1,0,5,10018.0,2.0,3,0,0,0,3,0
1637 NE Woodland Shores Dr,Lees Summit,0,539000.0,5,5,4304,1,259144.0,108.0,145.0,-14.0,1,1,1,1,1,0,0,0,151.0,2011.0,0,1,10,1,125.0,1,0,6,4304.0,3.0,3,75,0,0,3,0
1650 SE Hamblen Rd,Lees Summit,0,800000.0,4,3,3912,1,299186.0,167.0,140.0,46.0,1,2,1,1,0,1,0,0,141.0,1956.0,0,2,7,1,204.0,1,0,8,10.0,2.0,3,0,0,0,4,0
1651 Rathford Dr,Saint Louis,0,245900.0,4,2,1725,1,257082.0,-4.0,155.0,-8.0,1,1,1,0,1,0,0,0,61.0,1961.0,0,1,8,1,143.0,1,2,3,10018.0,2.0,3,0,0,1,2,0
1667 N Bristol Ave,Springfield,1,415045.0,5,3,3514,2,129720.0,220.0,125.0,-6.0,1,1,1,0,1,1,0,0,1.0,2020.0,0,1,8,1,118.0,1,0,6,10105.0,3.0,3,50,0,0,0,0
1671 E 562nd Rd,Springfield,1,69000.0,4,2,1968,1,167871.0,-59.0,115.0,-70.0,1,1,1,1,0,0,1,0,58.0,1970.0,0,2,6,1,35.0,3,7,8,8.0,2.0,3,0,0,1,4,0
1671 W Gaslight Dr,Springfield,0,384900.0,4,3,2669,1,241106.0,60.0,117.0,23.0,1,1,1,0,1,1,0,0,27.0,2020.0,0,1,7,0,144.0,1,7,5,2669.0,2.2,0,0,0,0,1,0
1676 N Bristol Ave,Springfield,0,353977.0,4,3,2750,1,129720.0,173.0,125.0,3.0,1,1,1,0,1,1,0,0,103.0,2020.0,0,1,7,1,129.0,1,7,0,2750.0,3.0,3,50,0,0,2,0
1700 W Tenafly Dr,Columbia,1,769900.0,4,4,3839,1,254792.0,202.0,128.0,57.0,1,1,1,0,1,1,0,0,147.0,2018.0,0,3,9,1,201.0,3,7,5,2.0,3.0,3,42,1,1,5,0
1700 W Webster St,Springfield,0,54900.0,2,1,1338,1,129720.0,-58.0,125.0,-67.0,1,2,1,0,1,1,0,0,89.0,1922.0,0,1,6,1,41.0,1,0,7,1338.0,1.0,3,0,0,0,15,0
1701 Dunhill Way,Columbia,0,360000.0,3,2,2496,1,254792.0,41.0,128.0,13.0,1,1,1,0,1,1,0,0,19.0,2002.0,0,2,7,1,144.0,1,7,6,2496.0,2.2,3,0,0,0,12,0
17018 Elizabeth Dr,Lees Summit,1,339954.0,4,4,3100,1,275934.0,23.0,355.0,-69.0,0,1,1,1,1,1,0,0,12.0,1977.0,0,2,8,1,110.0,1,5,4,2.0,2.0,3,0,0,0,6,0
1704 SW 27th St,Lees Summit,0,494900.0,4,4,2511,1,337199.0,47.0,150.0,31.0,1,1,1,0,0,1,0,0,72.0,2019.0,0,2,8,1,197.0,1,2,5,2511.0,3.0,3,0,0,0,1,0
1708 Dellwood Ct,Saint Louis,0,49000.0,3,1,912,1,47819.0,2.0,46.0,17.0,0,0,1,0,1,1,0,0,122.0,1952.0,0,1,6,0,54.0,1,7,6,7274.0,2.2,0,0,0,0,8,0
1708 NE 68th Ter,Kansas City,0,220000.0,5,3,2233,1,188822.0,17.0,139.0,-29.0,1,1,1,1,1,1,0,0,152.0,1966.0,0,1,2,1,99.0,1,0,0,9901.0,2.0,1,0,0,0,15,0
1708 NE Ravenwood Dr,Lees Summit,1,409950.0,4,3,2329,2,259144.0,58.0,145.0,21.0,1,1,1,0,1,0,0,0,1.0,2020.0,0,1,7,1,176.0,1,6,5,2329.0,3.0,3,0,0,0,0,0
1708 SW 27th St,Lees Summit,0,559000.0,4,4,3057,1,337199.0,66.0,150.0,22.0,1,1,1,0,0,0,0,0,78.0,2001.0,0,3,8,1,183.0,1,7,7,3057.0,3.0,3,0,0,0,1,0
1710 N Ozark Ave,Springfield,0,675000.0,3,2,1032,3,117917.0,472.0,93.0,603.0,1,2,1,0,0,0,0,0,141.0,1916.0,0,1,8,0,654.0,1,0,0,1032.0,2.2,0,0,0,0,3,0
1711 NE Chapel Woods Dr,Lees Summit,0,450000.0,4,3,3100,1,334330.0,35.0,146.0,-1.0,1,1,1,1,1,0,0,0,64.0,2016.0,0,1,7,1,145.0,1,7,4,7792.0,3.0,3,88,1,0,5,0
1712 NE Woodland Shores Ln,Lees Summit,0,570000.0,6,5,4231,1,259144.0,120.0,145.0,-7.0,1,1,1,1,0,0,0,0,50.0,2014.0,0,1,11,1,135.0,1,2,6,4231.0,3.0,3,79,0,1,7,0
1713 N Lone Pine Ave,Springfield,0,114900.0,3,4,1008,1,117917.0,-3.0,93.0,23.0,1,2,1,1,0,1,1,0,46.0,1982.0,0,1,5,1,114.0,1,0,0,6969.0,1.0,3,0,1,0,7,0
1714 N High St,Kansas City,1,119500.0,3,2,1214,1,118966.0,11.217948717948717,108.0,-9.0,1,2,1,1,1,1,0,0,5.0,1955.0,0,1,5,0,98.0,1,0,8,8036.0,2.2,0,0,0,0,3,0
1716 SW 27th St,Lees Summit,0,502900.0,5,4,2801,1,337199.0,49.0,150.0,20.0,1,1,1,0,0,0,0,0,75.0,2001.0,0,2,9,1,180.0,1,7,7,2801.0,3.0,3,0,0,0,3,0
1720 Summit St,Kansas City,0,415000.0,3,3,2483,1,245732.0,69.0,207.0,-19.0,1,1,1,1,0,1,1,0,125.0,1881.0,0,2,6,0,167.0,1,0,7,4173.0,2.0,0,0,0,0,5,0
1723 W Cherokee St,Springfield,0,96900.0,4,2,1675,1,156720.0,-38.0,109.0,-47.0,1,1,1,0,1,1,0,0,63.0,1953.0,0,1,2,0,58.0,1,7,8,1675.0,2.2,0,0,0,0,5,0
1725 E Commercial St,Springfield,0,49900.0,1,1,702,2,117917.0,-58.0,93.0,-24.0,1,2,1,0,0,0,0,0,180.0,1944.0,0,1,4,1,71.0,1,0,7,7405.0,1.0,3,0,0,0,2,0
1725 N Fremont Ave,Springfield,1,79900.0,3,2,1208,3,117917.0,-32.0,93.0,-29.0,1,2,1,0,1,1,0,0,7.0,1946.0,1,1,2,0,66.0,1,0,5,9583.0,2.2,0,0,0,0,3,0
1726 Winchester Ave,Kansas City,0,89900.0,3,2,1110,1,47256.0,90.0,47.0,72.0,1,1,1,0,1,1,0,0,16.0,1900.0,0,2,5,0,81.0,1,0,7,6098.0,2.2,0,0,0,0,1,0
1747 N Bristol Ave,Springfield,1,415136.0,5,3,3514,2,129720.0,220.0,125.0,-5.0,1,1,1,0,1,1,0,0,1.0,2020.0,0,1,8,1,118.0,1,2,6,10454.0,3.0,3,50,0,0,0,0
178 S Mason Rd,Saint Louis,0,775000.0,5,4,3515,1,495319.0,56.0,198.0,11.0,1,1,1,0,1,1,0,0,85.0,1988.0,0,1,9,1,220.0,1,0,0,1.0,3.0,3,0,0,0,1,0
179 SW Roosevelt Rdg,Lees Summit,0,630000.0,5,5,4988,1,299186.0,111.0,140.0,-10.0,1,1,1,1,1,1,0,0,77.0,2016.0,0,1,10,1,126.0,1,6,8,4988.0,3.0,3,60,1,0,3,0
18 Lynnbrook Rd,Saint Louis,0,2155000.0,4,4,4765,1,664548.0,224.0,228.0,98.0,2,1,1,0,1,1,0,0,180.0,1957.0,1,1,6,1,452.0,1,0,5,1.0,4.0,3,0,0,1,5,0
18 Middlesex Dr,Saint Louis,0,860000.0,5,5,3758,1,230185.0,274.0,211.0,8.0,0,0,1,0,1,1,0,0,57.0,1953.0,1,1,9,1,229.0,1,2,5,3758.0,2.0,3,0,0,0,5,0
1800 SW Fountain Dr,Lees Summit,0,775000.0,4,5,6509,1,299186.0,159.0,140.0,-15.0,1,1,1,1,0,0,0,0,77.0,1997.0,0,1,16,1,119.0,1,5,6,6509.0,3.0,3,25,1,0,10,0
1805 SW River Run Dr,Lees Summit,0,549900.0,4,3,2943,1,337199.0,63.0,150.0,25.0,1,1,1,0,0,0,0,0,72.0,2020.0,0,2,7,1,187.0,1,2,5,2943.0,3.0,3,0,0,0,1,0
1809 E 73rd St,Kansas City,0,159900.0,3,1,1310,1,61927.0,158.0,58.0,110.0,1,1,1,1,1,1,0,0,83.0,1919.0,0,1,4,1,122.0,1,0,5,1310.0,1.0,3,0,0,0,2,0
1809 E Crestview St,Springfield,0,204500.0,3,3,2500,1,186454.0,10.0,112.0,-27.0,1,1,1,0,1,1,0,0,57.0,1947.0,1,1,6,1,82.0,1,7,7,2500.0,2.0,3,0,0,0,7,0
1810 Highridge Dr,Columbia,0,176000.0,4,3,1636,1,254792.0,-31.0,128.0,-16.0,1,1,1,1,1,1,0,0,93.0,1966.0,0,1,8,1,108.0,1,7,7,1636.0,2.2,3,0,0,0,4,0
1812 E 67th St,Kansas City,1,129900.0,3,2,1286,3,61927.0,110.0,58.0,74.0,2,1,1,1,1,1,0,0,6.0,1926.0,0,1,5,1,101.0,1,0,8,4800.0,1.0,3,0,0,0,1,0
1812 SW Blackstone Pl,Lees Summit,0,419100.0,4,4,2525,1,337199.0,24.0,150.0,11.0,1,1,1,0,0,1,1,0,22.0,2020.0,0,2,8,1,166.0,1,6,6,10890.0,3.0,3,56,0,0,1,0
1813 NE Griffin Dr,Lees Summit,1,379950.0,4,3,1851,2,259144.0,47.0,145.0,42.0,1,1,1,0,0,0,0,0,1.0,2020.0,0,2,7,1,205.0,1,2,7,1851.0,3.0,3,0,0,0,0,0
1813 SW Merryman Dr,Lees Summit,0,375950.0,4,3,1851,1,337199.0,11.0,150.0,35.0,1,1,1,0,1,0,0,0,82.0,1996.0,0,2,7,1,203.0,1,6,7,9120.0,3.0,3,0,1,0,1,0
1813 SW Napa Valley Dr,Lees Summit,0,357900.0,3,3,1820,1,337199.0,6.0,150.0,31.0,1,1,1,0,1,1,0,0,99.0,2020.0,0,2,6,1,197.0,1,0,5,5784.0,3.0,3,50,0,1,2,0
1814 Cambridge Ave,Kansas City,0,60000.0,2,1,1048,1,47256.0,27.0,47.0,22.0,1,1,1,1,1,1,0,0,89.0,1911.0,0,1,3,0,57.0,1,0,8,1048.0,2.2,0,0,0,0,7,0
1816 NE Griffin Dr,Lees Summit,1,405000.0,4,3,2123,2,259144.0,56.0,145.0,32.0,1,1,1,0,0,0,0,0,1.0,1964.0,0,2,7,0,191.0,1,0,8,2123.0,3.0,0,0,0,0,0,0
1816 NE Griffin Dr,Lees Summit,1,405000.0,4,3,2123,1,259144.0,56.0,145.0,32.0,1,1,1,0,1,0,0,0,163.0,2020.0,0,2,7,1,191.0,1,6,8,2123.0,3.0,3,0,1,0,3,0
1816 NE Griffin Dr,Lees Summit,0,405000.0,4,3,2121,2,259144.0,56.0,145.0,32.0,1,1,1,0,0,0,0,0,1.0,2001.0,0,2,7,0,191.0,1,0,6,2121.0,3.0,0,0,0,0,0,0
1816 NE Griffin Dr,Lees Summit,0,405000.0,4,3,2121,1,259144.0,56.0,145.0,32.0,1,1,1,0,1,0,0,0,163.0,2020.0,0,2,7,1,191.0,1,6,8,2121.0,3.0,3,0,1,0,3,0
1817 Lynch St,Saint Louis,0,310000.0,5,3,2733,1,148991.0,108.0,116.0,-2.0,1,1,1,1,1,1,0,0,47.0,1888.0,1,3,8,0,113.0,1,2,5,2613.0,2.0,2,0,1,1,15,0
1820 NE Griffin Dr,Lees Summit,1,400000.0,4,3,2329,1,259144.0,54.0,145.0,18.0,1,1,1,1,1,0,0,0,157.0,2020.0,0,1,7,1,172.0,1,7,6,2329.0,3.0,3,0,1,0,3,0
1820 NE Griffin Dr,Lees Summit,1,400000.0,4,3,2329,2,259144.0,54.0,145.0,18.0,1,1,1,0,0,0,0,0,1.0,1964.0,0,1,7,0,172.0,1,0,0,2329.0,3.0,0,0,0,0,0,0
1820 NE Griffin Dr,Lees Summit,0,400000.0,4,3,2329,1,259144.0,54.0,145.0,18.0,1,1,1,1,1,0,0,0,157.0,2020.0,0,1,7,1,172.0,1,7,6,2329.0,3.0,3,0,1,0,3,0
1820 NE Griffin Dr,Lees Summit,0,400000.0,4,3,2329,2,259144.0,54.0,145.0,18.0,1,1,1,0,0,0,0,0,1.0,1996.0,0,1,7,0,172.0,1,2,7,2329.0,3.0,0,0,0,0,0,0
1824 NE Griffin Dr #ABX443,Lees Summit,1,400000.0,3,2,1728,2,259144.0,54.0,145.0,60.0,1,1,1,0,1,0,0,0,1.0,2020.0,0,1,5,1,231.0,1,6,7,1728.0,3.0,3,0,0,0,0,0
1824 NE Griffin Dr #ABX443,Lees Summit,1,400000.0,3,2,1728,2,259144.0,54.0,145.0,60.0,1,1,1,0,1,0,0,0,1.0,2020.0,0,1,5,1,231.0,1,0,7,1728.0,3.0,3,0,0,0,0,0
1825 Lawrence St,Saint Louis,0,230000.0,4,2,1630,1,250488.0,-8.0,156.0,-10.0,1,1,1,1,1,1,0,0,150.0,1912.0,1,2,6,0,141.0,1,2,8,4660.0,2.2,0,0,0,0,8,0
18250 N Adams Rd,Columbia,0,279900.0,3,2,2132,1,163630.0,71.0,108.0,22.0,2,0,1,0,0,0,0,0,78.0,2009.0,0,2,5,1,131.0,1,7,8,5.0,2.2,3,0,0,0,1,0
1829 S Erika Ave #58,Springfield,0,235000.0,3,2,1620,1,129720.0,81.0,125.0,16.0,1,1,1,0,1,1,0,0,177.0,2020.0,0,1,5,1,145.0,1,7,5,10018.0,3.0,3,17,0,0,2,0
1832 Seven Pines Dr,Saint Louis,0,289000.0,3,2,1658,1,257082.0,12.0,155.0,12.0,1,1,1,0,1,1,0,0,179.0,1967.0,0,1,6,1,174.0,1,2,7,10628.0,2.0,3,0,0,1,7,0
1833 NE Griffin Dr,Lees Summit,0,375000.0,4,3,1851,1,259144.0,45.0,145.0,40.0,1,1,1,0,0,0,0,0,134.0,2019.0,0,2,7,1,203.0,1,7,6,1851.0,3.0,3,0,1,0,2,0
1833 NE Griffin Dr,Lees Summit,0,375000.0,4,3,1851,2,259144.0,45.0,145.0,40.0,1,1,1,0,0,0,0,0,1.0,1996.0,0,2,7,0,203.0,1,0,5,1851.0,3.0,0,0,0,0,0,0
1833 NE Griffin Dr,Lees Summit,1,375000.0,4,3,1851,1,259144.0,45.0,145.0,40.0,1,1,1,0,0,0,0,0,134.0,2019.0,0,2,7,1,203.0,1,2,6,1851.0,3.0,3,0,1,0,2,0
1833 NE Griffin Dr,Lees Summit,1,375000.0,4,3,1851,2,259144.0,45.0,145.0,40.0,1,1,1,0,0,0,0,0,1.0,1964.0,0,2,7,0,203.0,1,2,0,1851.0,3.0,0,0,0,0,0,0
1833 S 8th St,Saint Louis,0,899900.0,5,4,6304,1,254750.0,253.0,142.0,1.0,1,1,1,1,1,1,0,0,180.0,1892.0,1,2,9,1,143.0,1,2,5,9321.0,2.0,3,0,0,0,10,0
1837 Mercier St,Kansas City,0,200000.0,2,1,826,1,245732.0,-19.0,207.0,17.0,1,1,1,1,1,0,0,0,58.0,1900.0,0,2,5,0,242.0,1,6,6,3049.0,2.2,0,0,0,0,8,0
1846 E Valley Water Mill Rd,Springfield,0,235000.0,4,3,2740,1,117917.0,99.0,93.0,-8.0,1,1,1,0,0,1,0,0,15.0,1956.0,0,1,7,1,86.0,1,7,8,1.0,2.0,3,0,0,0,1,0
1847 E Holiday St,Springfield,0,349900.0,5,3,2330,1,186454.0,88.0,112.0,34.0,1,1,1,0,1,1,0,0,111.0,1979.0,1,1,8,1,150.0,1,7,3,2330.0,2.0,3,35,0,0,7,0
1855 E Meadow Dr,Springfield,0,219000.0,3,2,1785,1,186454.0,17.0,112.0,10.0,1,1,1,0,1,1,0,0,21.0,1965.0,1,1,6,1,123.0,1,7,7,1785.0,2.0,3,0,0,0,7,0
1862 NE Park Ridge Dr,Lees Summit,1,574900.0,4,4,2860,1,334330.0,72.0,146.0,38.0,1,1,1,0,1,1,0,0,9.0,1964.0,0,1,8,1,201.0,1,2,1,2860.0,3.0,3,76,0,1,1,0
1872 Roth Dr,Saint Louis,0,899900.0,5,7,4838,1,664548.0,35.0,228.0,-18.0,1,1,1,1,1,1,0,0,79.0,1990.0,1,1,14,1,186.0,0,2,3,1.0,3.0,3,0,1,0,7,0
1882 N Grant Ave,Springfield,0,42500.0,2,1,936,3,117917.0,-64.0,93.0,-51.0,1,1,1,0,1,1,0,0,16.0,1928.0,0,1,5,1,45.0,1,2,0,6969.0,2.2,3,0,0,0,2,0
1884 S Lullwood Ave #51,Springfield,0,220000.0,3,2,1560,1,129720.0,70.0,125.0,13.0,0,0,1,0,1,1,0,0,68.0,2020.0,0,1,5,1,141.0,1,7,5,10454.0,2.0,3,17,0,0,1,0
19 Midpark Ln,Saint Louis,0,725000.0,5,3,2499,1,915801.0,-21.0,275.0,5.0,2,1,1,1,1,1,0,0,137.0,1935.0,1,1,9,1,290.0,3,2,5,7200.0,3.0,3,0,0,0,10,0
1900 NE 112th Ter,Kansas City,1,428900.0,4,4,2640,2,243914.0,76.0,146.0,11.0,1,1,1,0,0,0,0,0,1.0,2020.0,0,1,8,0,162.0,1,2,7,160.0,3.0,0,0,0,0,0,0
1900 NE 112th Ter,Kansas City,1,428900.0,4,4,2640,2,243914.0,76.0,146.0,11.0,1,1,1,0,0,0,0,0,1.0,2020.0,0,1,8,0,162.0,1,0,5,160.0,3.0,0,0,0,0,0,0
1901 Lovejoy Ln,Columbia,0,199000.0,3,2,2188,1,172020.0,16.0,108.0,-16.0,1,1,1,1,0,1,1,0,106.0,1978.0,0,2,7,1,91.0,1,0,5,2188.0,2.2,3,0,0,0,1,0
1904 N Rock Island Ave,Springfield,0,119900.0,3,2,1140,1,117917.0,2.0,93.0,13.0,1,1,1,0,1,1,0,0,82.0,2001.0,0,1,5,1,105.0,1,0,0,1140.0,2.0,3,0,0,0,6,0
1905 SW River Run Dr,Lees Summit,0,514900.0,4,4,2592,1,337199.0,53.0,150.0,32.0,1,1,1,0,0,1,0,0,156.0,2020.0,0,2,8,1,199.0,1,2,7,2592.0,3.0,3,0,0,0,3,0
1906 Kingsbridge Dr,Columbia,0,485000.0,3,3,3080,1,254792.0,90.0,128.0,23.0,1,1,1,0,1,1,0,0,171.0,2006.0,0,3,6,0,157.0,1,7,5,3080.0,2.2,0,0,1,0,5,0
1906 S Lancaster Ave,Springfield,1,140000.0,2,1,812,1,156720.0,-11.0,109.0,58.0,1,1,1,0,1,1,0,0,3.0,1960.0,1,1,4,1,172.0,1,2,5,9583.0,1.0,3,0,0,0,1,0
1906 Wismer Ave,Saint Louis,1,89900.0,2,1,816,1,95490.0,-6.0,96.0,15.0,1,1,1,0,1,1,0,0,5.0,1951.0,0,1,5,1,110.0,1,2,1,6011.0,1.0,3,0,0,0,1,0
1908 Hickory St,Saint Louis,1,365000.0,3,3,2120,1,254750.0,43.0,142.0,21.0,1,1,1,1,1,1,0,0,8.0,1981.0,1,2,7,1,172.0,1,7,5,3049.0,2.0,3,0,1,0,12,0
1909 Lafayette Ave,Saint Louis,0,895000.0,4,4,3166,1,254750.0,251.0,142.0,99.0,1,1,1,0,1,1,0,0,180.0,2016.0,0,3,8,1,283.0,1,2,0,6969.0,2.0,3,0,0,0,3,0
1909 S Shady Hill Ln,Springfield,0,849000.0,4,3,6382,1,313316.0,171.0,120.0,11.0,1,1,1,1,1,1,0,0,180.0,2011.0,0,1,7,1,133.0,1,7,0,5.0,3.0,3,0,1,0,1,0
1912 S Lullwood Ave #73,Springfield,1,245000.0,4,2,1845,1,129720.0,89.0,125.0,6.0,1,1,1,0,1,1,0,0,8.0,2020.0,0,1,6,0,133.0,1,7,5,9583.0,2.2,0,0,0,0,1,0
1914 Karlin Dr,Saint Louis,0,1748000.0,4,4,4310,1,664548.0,163.0,228.0,78.0,1,1,1,1,1,1,0,0,24.0,1961.0,0,1,9,1,406.0,0,2,5,1.0,3.0,3,0,0,0,19,0
1915 NE 111th Ct,Kansas City,1,374500.0,3,3,2000,2,243914.0,54.0,146.0,28.0,1,1,1,0,1,0,0,0,1.0,2020.0,0,2,6,1,187.0,1,0,5,8851.0,2.0,3,147,0,0,0,0
1915 NE 111th Ct,Kansas City,1,374500.0,3,3,2000,2,243914.0,54.0,146.0,28.0,1,1,1,0,1,0,0,0,1.0,2020.0,0,2,6,1,187.0,1,7,7,8851.0,2.0,3,147,0,0,0,0
1918 Monroe Ave,Kansas City,0,40000.0,2,1,988,4,49441.0,-19.0,45.0,-10.0,1,1,1,1,0,1,0,0,25.0,1910.0,0,1,3,1,40.0,1,0,0,4469.0,2.2,3,0,0,0,1,0
1918 Monroe Ave,Kansas City,0,40000.0,2,1,988,4,49441.0,-19.0,45.0,-10.0,1,1,1,1,0,1,0,0,25.0,1910.0,0,1,3,1,40.0,1,0,7,4469.0,2.2,3,0,0,0,1,0
1919 Burlewood Dr,Saint Louis,0,339200.0,4,2,2124,1,257082.0,32.0,155.0,3.0,1,1,1,0,1,1,0,0,73.0,1967.0,0,1,8,1,160.0,1,2,7,2124.0,2.0,3,18,0,1,9,0
1920 S Brittany Pl,Springfield,0,373900.0,4,4,3926,1,313316.0,19.0,120.0,-21.0,1,1,1,1,1,1,0,0,36.0,1992.0,0,2,7,1,95.0,1,7,0,3926.0,3.0,3,0,1,0,15,0
1926 S Lullwood Ave #74,Springfield,1,345000.0,5,3,3470,1,129720.0,166.0,125.0,-20.0,1,1,1,0,1,1,0,0,8.0,2020.0,0,1,8,0,99.0,1,7,8,10018.0,2.2,0,0,0,0,1,0
1931 S Maryland Ave,Springfield,0,150000.0,3,2,1336,1,156720.0,-4.0,109.0,3.0,1,1,1,0,1,1,0,0,17.0,1973.0,0,1,5,1,112.0,1,3,5,6969.0,1.0,3,0,0,0,14,0
1932 NE Catalina Ave,Lees Summit,0,539900.0,4,4,3354,1,334330.0,61.0,146.0,10.0,1,1,1,0,1,0,0,0,180.0,2001.0,0,1,8,1,161.0,1,2,1,3354.0,3.0,3,75,0,1,1,0
1933 E Swallow St,Springfield,1,200000.0,3,2,1712,1,186454.0,7.0,112.0,4.0,1,1,1,0,1,1,0,0,5.0,1971.0,0,1,6,1,117.0,1,0,8,1712.0,2.0,3,2,0,0,1,0
1935 Sturfield Ln,Saint Louis,0,584000.0,4,3,2874,1,664548.0,-12.0,228.0,-11.0,1,1,1,0,1,1,0,0,156.0,1971.0,0,2,7,1,203.0,1,2,0,2874.0,2.0,3,0,0,0,5,0
1936 S Shayla Ave #31,Springfield,0,220000.0,3,2,1425,1,129720.0,70.0,125.0,24.0,1,1,1,0,1,1,0,0,73.0,2020.0,0,1,5,1,154.0,1,7,7,10018.0,2.0,3,17,0,0,1,0
