,title,price,owner,accident,price_rating,mileage,drive_type,engine,transmission,fuel_type,mpg,exterior,interior
592,Used 2018 Ford Escape FWD Titanium,"18,491",One Owner,Accident / Damage Reported,GREAT,"45,376",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,White Platinum Metallic Tri-Coat,Medium Light Stone
593,Certified 2019 Ford Escape FWD Titanium,"18,569",One Owner,No Accident / Damage Reported,GREAT,"48,453",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,White Platinum Metallic Tri-Coat,Medium Light Stone
594,Certified 2019 Ford Escape FWD Titanium,"18,577",One Owner,Accident / Damage Reported,GREAT,"45,475",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
596,Used 2018 Ford Escape FWD Titanium,"18,589",One Owner,Accident / Damage Reported,GREAT,"50,879",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Cinnamon Glaze Metallic,Charcoal Black
597,Used 2018 Ford Escape FWD Titanium,"18,589",One Owner,Accident / Damage Reported,GREAT,"50,931",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Shadow Black,Charcoal Black
598,Certified 2018 Ford Escape FWD Titanium,"18,589",One Owner,No Accident / Damage Reported,GREAT,"50,779",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Ingot Silver Metallic,Charcoal Black
599,Certified 2019 Ford Escape FWD Titanium,"18,989",One Owner,No Accident / Damage Reported,GREAT,"55,607",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Agate Black Metallic,Charcoal Black
601,Certified 2019 Ford Escape FWD Titanium,"19,322",One Owner,No Accident / Damage Reported,GREAT,"43,017",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Agate Black Metallic,Charcoal Black
602,Certified 2018 Ford Escape FWD Titanium,"19,476",One Owner,Accident / Damage Reported,GREAT,"49,442",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Blue Metallic,Charcoal Black
604,Used 2015 Lincoln MKZ AWD,"19,890",Multiple Owners,Accident / Damage Reported,,"45,773",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 31 Highway,White Platinum Metallic Tri-Coat,Light Dune
605,Used 2017 Ford Explorer FWD XLT,"21,977",One Owner,No Accident / Damage Reported,GREAT,"63,601",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,19 City / 27 Highway,Ruby Red Metallic Tinted Clearcoat,Ebony Black
606,Certified 2018 Ford Edge FWD SEL,"21,988",One Owner,No Accident / Damage Reported,GREAT,"47,805",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 26 Highway,Ingot Silver Metallic,Ebony
607,Used 2013 Chevrolet Silverado 1500 LT,"21,997",One Owner,Accident / Damage Reported,,"55,309",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"6'7""",13 City / 18 Highway,Deep Ruby Metallic
608,Used 2018 Honda CR-V AWD EX,"24,416",One Owner,Accident / Damage Reported,GREAT,"33,756",All wheel drive,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Crystal Black Pearl,Gray
609,Used 2020 Ford Fusion SEL,"24,877",Multiple Owners,No Accident / Damage Reported,,"4,848",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Rapid Red Metallic Tinted Clearcoat,Ebony
612,Used 2017 Ford Explorer FWD XLT,"24,965",One Owner,Accident / Damage Reported,GREAT,"47,188",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Smoked Quartz Metallic Tinted Clearcoat,Ebony Black
613,Used 2020 Ford Fusion SEL,"24,977",Multiple Owners,No Accident / Damage Reported,,"2,700",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,White Platinum Metallic Tri-Coat,Medium Light Stone
614,Used 2020 Ford Fusion SEL,"24,977",Multiple Owners,No Accident / Damage Reported,,"2,662",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Alto Blue Metallic Tinted Clearcoat,Medium Light Stone
615,Certified 2017 Lincoln MKC AWD Reserve,"24,977",Multiple Owners,No Accident / Damage Reported,GREAT,"47,063",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,19 City / 25 Highway,Midnight Sapphire Blue Metallic,Ebony
616,Used 2020 Ford Fusion SEL,"24,988",Multiple Owners,No Accident / Damage Reported,,"2,428",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Agate Black Metallic,Ebony
618,Used 2020 Ford Fusion SEL,"24,988",Multiple Owners,No Accident / Damage Reported,,"1,784",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Agate Black Metallic,Medium Light Stone
619,Used 2015 Chevrolet Tahoe 2WD LS,"26,969",Multiple Owners,Accident / Damage Reported,GREAT,"80,139",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Black,Jet Black
620,Used 2016 Jeep Wrangler 4WD Sport,"27,957",Multiple Owners,Accident / Damage Reported,,"30,959",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,17 City / 21 Highway,Firecracker Red Clearcoat,Black
621,Certified 2017 Ford Explorer 4WD Limited,"28,689",One Owner,No Accident / Damage Reported,GREAT,"53,129",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Smoked Quartz Metallic Tinted Clearcoat,Dark Earth Gray
623,Certified 2019 Ford Explorer FWD XLT,"28,989",One Owner,Accident / Damage Reported,GREAT,"27,036",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Magnetic Metallic,Ebony Black
624,Used 2018 Ford Explorer XLT,"29,489",One Owner,No Accident / Damage Reported,GREAT,"31,854",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 22 Highway,Ingot Silver Metallic,Ebony Black
625,Used 2018 Ford F150 XLT,"29,995",One Owner,No Accident / Damage Reported,GREAT,"59,912",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Oxford White,Medium Earth Gray
626,Used 2019 Toyota Highlander AWD LE Hybrid,"30,696",One Owner,No Accident / Damage Reported,GREAT,"20,716",All wheel drive,6-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,30 City / 28 Highway,Midnight Black Metallic
627,Used 2020 Dodge Durango AWD GT,"31,980",One Owner,No Accident / Damage Reported,GREAT,"35,777",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Db Black Clearcoat,Black
628,Used 2018 Ford F150 XLT,"31,997",Multiple Owners,Accident / Damage Reported,GREAT,"31,103",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"6'6""",18 City / 23 Highway,Lightning Blue
629,Used 2017 Ford Expedition 4WD Limited,"32,615",Multiple Owners,Accident / Damage Reported,GREAT,"74,542",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,15 City / 20 Highway,Oxford White,Ebony
630,Used 2018 Honda Pilot AWD Touring,"33,989",One Owner,No Accident / Damage Reported,GREAT,"37,613",All wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,19 City / 26 Highway,White Diamond Pearl,Black
631,Used 2020 Ford Explorer 4WD XLT,"35,617",One Owner,No Accident / Damage Reported,GREAT,"28,593",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,20 City / 27 Highway,Atlas Blue Metallic,Ebony
632,Used 2018 Ford F150 XLT,"35,976",One Owner,Accident / Damage Reported,GREAT,"34,599",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Shadow Black
633,Used 2018 Ford F150 Lariat,"35,977",One Owner,No Accident / Damage Reported,GREAT,"67,373",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,White Platinum Metallic Tri-Coat
634,Used 2020 Chevrolet Traverse AWD LT,"36,944",One Owner,No Accident / Damage Reported,GREAT,"18,731",All wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,17 City / 25 Highway,Cajun Red Tintcoat,Jet Black/Dark Galvanized
635,Used 2019 Ford F150 XLT,"38,591",One Owner,No Accident / Damage Reported,GREAT,"18,410",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Magnetic Metallic,Medium Earth Gray
636,Certified 2018 Ford F150 Lariat,"42,589",One Owner,No Accident / Damage Reported,GREAT,"38,679",4 wheel drive,8-Cylinder,10-Speed Automatic,Flexible Fuel,18 City / 23 Highway,Oxford White,Black
638,Used 2020 Volvo XC60 FWD T5 Inscription,"46,989",One Owner,No Accident / Damage Reported,,"7,657",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 29 Highway,Ice White,Blond
639,Used 2018 Ford F150 SuperCrew Platinum,"49,498",One Owner,Accident / Damage Reported,GREAT,"30,731",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,White Platinum Metallic Tri-Coat,Black
640,Used 2016 Jeep Wrangler 4WD Unlimited Sport w/ RHD,,One Owner,No Accident / Damage Reported,,"131,130",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,16 City / 20 Highway,Red,Black Cloth
641,Certified 2017 Chevrolet Silverado 1500 4x4 Crew Cab LTZ,"36,795",,,GREAT,"41,065",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Black - Black
642,Used 2019 Ford Expedition 4WD Limited,"53,577",One Owner,No Accident / Damage Reported,GREAT,"27,175",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,17 City / 22 Highway,Agate Black Metallic,Ebony
643,Used 2019 GMC Sierra 1500 Denali,"54,750",One Owner,No Accident / Damage Reported,GREAT,"20,091",4 wheel drive,8-Cylinder,10-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Pacific Blue Metallic
644,Certified 2020 Ford Expedition Max 4WD Limited,"55,887",One Owner,No Accident / Damage Reported,GREAT,"24,965",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,16 City / 21 Highway,Agate Black,Ebony
646,Certified 2020 Ford Mustang Shelby GT500 Coupe,"93,888",Multiple Owners,No Accident / Damage Reported,,"1,062",2 wheel drive - rear,8-Cylinder Supercharged,7-Speed Automatic,Gasoline,12 City / 18 Highway,Twister Orange Tri-Coat,Ebony
647,Used 2017 Hyundai Sonata ECO,"14,000",One Owner,No Accident / Damage Reported,GREAT,"55,050",2 wheel drive - front,4-Cylinder Turbo,7-Speed Automatic,Gasoline,28 City / 36 Highway,Quartz White Pearl,Gray
648,Used 2016 Cadillac CTS Luxury AWD Sedan,"23,454",Multiple Owners,No Accident / Damage Reported,GOOD,"55,810",All wheel drive,4-Cylinder Turbo,8-Speed Shiftable Automatic,Gasoline,21 City / 29 Highway,Black Raven,Light Cashmere
649,Used 2017 Ford Escape FWD SE,"14,250",Multiple Owners,Accident / Damage Reported,GREAT,"60,048",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 30 Highway,Tan,Medium Light Stone
650,Certified 2019 Dodge Journey FWD GT,"17,850",One Owner,No Accident / Damage Reported,GREAT,"37,655",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Vice White,Black
652,Used 2019 Jeep Compass 4WD Trailhawk,"21,500",One Owner,Accident / Damage Reported,GREAT,"36,611",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Granite Crystal Metallic Clearcoat,Ruby Red/Black
653,Used 2019 Jeep Compass 4WD Trailhawk,"21,800",One Owner,Accident / Damage Reported,GREAT,"27,735",4 wheel drive,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 30 Highway,Redline Pearlcoat,Ruby Red/Black
654,Used 2019 Jeep Cherokee 4WD Latitude,"22,000",One Owner,No Accident / Damage Reported,GOOD,"28,106",4 wheel drive,6-Cylinder,9-Speed Automatic,Gasoline,21 City / 29 Highway,Bright White Clearcoat,Black
655,Used 2019 Dodge Charger SXT,"24,250",One Owner,Accident / Damage Reported,GREAT,"22,656",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Destroyer Gray Clearcoat,Black
656,Used 2019 Ford Mustang Coupe,"24,850",One Owner,No Accident / Damage Reported,GREAT,"16,131",2 wheel drive - rear,4-Cylinder Turbo,10-Speed Automatic,Gasoline,Information Unavailable,Shadow Black,Ebony
657,Used 2019 GMC Acadia AWD SLT w/ SLT-1,"27,000",One Owner,No Accident / Damage Reported,GOOD,"70,521",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 25 Highway,Ebony Twilight Metallic,Jet Black
658,Used 2017 Ford Edge AWD Titanium,"27,000",One Owner,No Accident / Damage Reported,,"25,020",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Shadow Black,Ebony
659,Used 2019 Ford Edge AWD Titanium,"27,830",One Owner,No Accident / Damage Reported,GREAT,"41,400",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,21 City / 28 Highway,Magnetic Metallic,Ceramic
660,Certified 2019 Jeep Grand Cherokee Limited,"29,500",One Owner,No Accident / Damage Reported,GREAT,"34,361",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Velvet Red Pearlcoat,Black
661,Used 2019 RAM 1500 Big Horn,"30,750",Multiple Owners,No Accident / Damage Reported,GREAT,"37,216",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",Information Unavailable,Bright White Clearcoat
662,Used 2019 Jeep Grand Cherokee Limited,"31,500",One Owner,No Accident / Damage Reported,GREAT,"35,182",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Billet Silver Metallic Clearcoat,Black
663,Used 2017 Dodge Charger R/T,"33,750",One Owner,No Accident / Damage Reported,,"21,969",2 wheel drive - rear,8-Cylinder,8-Speed Automatic,Gasoline,16 City / 25 Highway,Pitch Black Clearcoat,Pearl/Black
664,Used 2019 RAM 1500 4x4 Crew Cab,"37,650",One Owner,No Accident / Damage Reported,GREAT,"30,644",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Delmonico Red Pearlcoat
665,Used 2019 RAM 1500 4x4 Crew Cab,"38,000",One Owner,No Accident / Damage Reported,GREAT,"30,139",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Diamond Black Crystal Pearlcoat
666,Used 2019 RAM 1500 4x4 Crew Cab,"38,000",One Owner,No Accident / Damage Reported,GREAT,"27,230",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Bright White Clearcoat
667,Used 2019 RAM 1500 4x4 Crew Cab,"38,000",One Owner,No Accident / Damage Reported,GREAT,"30,421",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Granite Crystal Metallic Clearcoat
668,Used 2019 RAM 1500 4x4 Crew Cab,"38,250",One Owner,No Accident / Damage Reported,GREAT,"19,408",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Delmonico Red Pearlcoat
669,Used 2018 RAM 1500 Laramie Limited,"39,000",One Owner,Accident / Damage Reported,GREAT,"33,395",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",15 City / 21 Highway,Pearl White
670,Used 2015 Buick Enclave FWD Premium,"20,000",Multiple Owners,No Accident / Damage Reported,GREAT,"68,448",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,White Diamond Tricoat,Ebony
671,Used 2016 GMC Terrain FWD SLE w/ SLE-2,"16,988",Multiple Owners,Accident / Damage Reported,GOOD,"44,386",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 31 Highway,White,Jet Black W/Premium Cloth Seat
672,Used 2020 Ford Explorer 4WD Limited,"41,500",One Owner,No Accident / Damage Reported,GREAT,"17,436",4 wheel drive,4-Cylinder Turbo,10-Speed Automatic,Gasoline,20 City / 27 Highway,Agate Black Metallic,Ebony
673,Used 2020 Chevrolet Tahoe LT,"45,000",One Owner,No Accident / Damage Reported,GREAT,"26,652",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,15 City / 21 Highway,Silver,Jet Black
674,Used 2019 RAM 1500 Laramie,"45,500",One Owner,No Accident / Damage Reported,GREAT,"22,349",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Granite Crystal Metallic Clearcoat
675,Used 2019 Ford F150 King Ranch,"49,777",One Owner,No Accident / Damage Reported,GREAT,"24,533",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,White Platinum Metallic Tri-Coat,Mesa
676,Used 2011 Toyota Highlander Limited,"11,619",Multiple Owners,No Accident / Damage Reported,GREAT,"176,044",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,17 City / 22 Highway,Nautical Blue Metallic,Black
677,Used 2018 Chevrolet Equinox AWD Premier w/ 2LZ,"24,595",,,GREAT,"37,109",All wheel drive,4-Cylinder Turbo,9-Speed Automatic,Gasoline,22 City / 28 Highway,Iridescent Pearl Tricoat - White,Jet Black Leather
678,Used 2017 Ford Fusion SE,"15,395",Multiple Owners,No Accident / Damage Reported,GOOD,"45,137",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 32 Highway,Oxford White,Medium Light Stone
679,Used 2019 Dodge Grand Caravan GT,"17,590",One Owner,No Accident / Damage Reported,GREAT,"43,769",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,17 City / 25 Highway,Granite Pearlcoat,Black
680,Used 2018 Jeep Compass Latitude,"17,765",One Owner,No Accident / Damage Reported,GREAT,"37,274",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 31 Highway,Diamond Black Crystal Pearlcoat,Black
681,Used 2016 Dodge Charger SXT,"18,880",Multiple Owners,No Accident / Damage Reported,GREAT,"60,380",2 wheel drive - rear,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Bright White Clearcoat,Black
682,Used 2020 Chevrolet Equinox LT,"19,291",One Owner,No Accident / Damage Reported,GREAT,"39,484",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 30 Highway,Silver Ice Metallic,Jet Black
684,Used 2019 Toyota RAV4 AWD LE,"23,391",One Owner,No Accident / Damage Reported,GREAT,"31,417",All wheel drive,4-Cylinder,8-Speed Automatic,Gasoline,27 City / 34 Highway,Ruby Flare Pearl,Black
685,Used 2018 Toyota Tacoma TRD Sport,"35,295",One Owner,No Accident / Damage Reported,GREAT,"39,592",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,5',18 City / 22 Highway,Cement
686,Used 2019 Honda Ridgeline AWD RTL-E,"36,588",One Owner,No Accident / Damage Reported,GREAT,"21,164",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,"5'4""",18 City / 25 Highway,White Diamond Pearl
687,Used 2019 RAM 1500 4x4 Crew Cab,"38,290",One Owner,No Accident / Damage Reported,GREAT,"20,355",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'8""",19 City / 24 Highway,Bright White Clearcoat
688,Used 2016 Chevrolet Cruze L Sedan,"13,149",Multiple Owners,No Accident / Damage Reported,,"17,159",2 wheel drive - front,4-Cylinder Turbo,6-Speed Manual,Gasoline,28 City / 39 Highway,Silver Ice Metallic,Jet Black
689,Used 2015 Nissan Murano S,"13,900",Multiple Owners,No Accident / Damage Reported,GREAT,"97,020",All wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,21 City / 28 Highway,Black,Black
690,Used 2016 Hyundai Veloster Turbo,"16,241",Multiple Owners,Accident / Damage Reported,,"33,316",2 wheel drive - front,4-Cylinder Turbo,6-Speed Manual,Gasoline,25 City / 33 Highway,Matte Blue,Black
691,Used 2015 Nissan Murano SL,"16,419",One Owner,No Accident / Damage Reported,GREAT,"104,385",All wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,21 City / 28 Highway,White,Beige
692,Used 2017 Volkswagen Jetta SE Sedan,"16,499",One Owner,No Accident / Damage Reported,,"17,073",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,28 City / 38 Highway,Platinum Gray Metallic,Titan Black
693,Used 2019 Dodge Journey SE,"18,688",One Owner,No Accident / Damage Reported,GREAT,"20,554",2 wheel drive - front,4-Cylinder,4-Speed Automatic,Gasoline,19 City / 25 Highway,White,Black
694,Used 2019 Chevrolet Equinox FWD LT w/ 1LT,"19,326",One Owner,No Accident / Damage Reported,GREAT,"30,033",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 32 Highway,Gray,Medium Ash Gray
695,Used 2015 BMW X4 xDrive28i,"20,981",Multiple Owners,Accident / Damage Reported,GREAT,"75,598",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,20 City / 28 Highway,Melbourne Red Metallic,Black
696,Used 2017 Ford Explorer 4WD XLT,"24,750",One Owner,No Accident / Damage Reported,GREAT,"47,919",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Black,Ebony Black
697,Used 2020 Nissan Maxima SV w/ Floor Mat Group,"25,199",One Owner,Accident / Damage Reported,GREAT,"31,661",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 30 Highway,Black,Charcoal
698,Used 2017 Chevrolet Cruze LT Sedan,"14,990",Multiple Owners,No Accident / Damage Reported,,"36,010",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,30 City / 40 Highway,Summit White,Jet Black W/Cloth Seat Trim
699,New 2020 Buick Encore GX FWD Essence,"23,660",,,,7,2 wheel drive - front,3-Cylinder Turbo,Continuously Variable Automatic,Gasoline,26 City / 30 Highway,Satin Steel Metallic - Gray,Signet With Ebony
700,Used 2020 Nissan Maxima SV w/ Floor Mat Group,"25,299",One Owner,No Accident / Damage Reported,GREAT,"35,909",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 30 Highway,Blue,Charcoal
701,Used 2020 Nissan Maxima SV w/ Floor Mat Group,"25,391",One Owner,No Accident / Damage Reported,GREAT,"35,426",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 30 Highway,Blue,Charcoal
702,Used 2020 Volkswagen Tiguan SE,"25,644",One Owner,No Accident / Damage Reported,,"9,996",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,20 City / 27 Highway,Silk,Titan Black
703,Used 2020 Nissan Maxima SV w/ Floor Mat Group,"25,740",One Owner,No Accident / Damage Reported,GREAT,"31,032",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,20 City / 30 Highway,Silver,Charcoal
704,Used 2020 Volkswagen Tiguan SE,"25,825",Multiple Owners,No Accident / Damage Reported,,"7,001",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,20 City / 27 Highway,Blue,Titan Black
706,Used 2020 Volkswagen Tiguan SE,"25,875",Multiple Owners,No Accident / Damage Reported,,"9,952",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,20 City / 27 Highway,Silver,Titan Black
707,Used 2019 Ford Flex AWD Limited,"25,890",One Owner,No Accident / Damage Reported,GREAT,"36,340",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,15 City / 21 Highway,White,Charcoal Black
708,Used 2019 Ford Flex AWD Limited,"25,978",One Owner,No Accident / Damage Reported,GREAT,"36,850",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,15 City / 21 Highway,White,Charcoal Black
709,Used 2019 Nissan Pathfinder SL,"26,280",One Owner,No Accident / Damage Reported,GREAT,"37,582",4 wheel drive,6-Cylinder,Continuously Variable Automatic,Gasoline,19 City / 26 Highway,Gun Metallic,Charcoal
710,Used 2019 Ford Flex AWD Limited,"26,449",One Owner,Accident / Damage Reported,GREAT,"34,336",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,15 City / 21 Highway,Gray,Charcoal Black
711,Used 2014 Chevrolet Silverado 1500 4x4 Crew Cab LT,"26,965",Multiple Owners,No Accident / Damage Reported,GREAT,"99,706",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",17 City / 22 Highway,Blue
712,Used 2018 Alfa Romeo Stelvio AWD Ti Sport,"28,799",Multiple Owners,No Accident / Damage Reported,GREAT,"42,099",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 31 Highway,White,Red/Black
713,Used 2019 Chevrolet Colorado Z71,"34,064",Multiple Owners,Accident / Damage Reported,GREAT,"17,521",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,"6'2""",17 City / 24 Highway,Black
714,Used 2019 Volkswagen Atlas 4Motion SEL V6,"37,105",One Owner,No Accident / Damage Reported,GREAT,"26,420",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,17 City / 23 Highway,Silver,Titan Black
715,Used 2017 Volvo XC90 AWD T6 Inscription,"37,539",One Owner,No Accident / Damage Reported,GREAT,"48,951",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,20 City / 25 Highway,White,Charcoal
716,Used 2019 Ford Expedition Max 4WD Limited,"49,489",One Owner,No Accident / Damage Reported,GREAT,"37,567",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,16 City / 21 Highway,Ebony,Ebony
717,Used 2014 smart fortwo electric drive Coupe,"6,991",Multiple Owners,No Accident / Damage Reported,,"14,179",2 wheel drive - rear,Electric,Single-Speed,68 Miles,Crystal White,Design Black,WMEEJ9AA3EK732960
718,Used 2016 Ford Focus SE Sedan,"12,991",One Owner,No Accident / Damage Reported,,"36,769",2 wheel drive - front,4-Cylinder,5-Speed Manual,Flexible Fuel,26 City / 36 Highway,Oxford White,Charcoal Black
719,Used 2015 Kia Sorento AWD LX,"13,891",Multiple Owners,No Accident / Damage Reported,GREAT,"74,316",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,19 City / 25 Highway,Snow White Pearl,Black
720,Used 2018 MAZDA MAZDA3 Sport Sedan,"14,591",One Owner,No Accident / Damage Reported,GOOD,"38,479",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,28 City / 37 Highway,Snowflake White Pearl Mica,Black
721,Used 2005 Jeep Wrangler X,"14,991",Multiple Owners,No Accident / Damage Reported,,"97,927",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,15 City / 19 Highway,Black Clearcoat/Black Soft Top,Khaki
722,Used 2017 Hyundai Santa Fe AWD Sport,"15,791",One Owner,No Accident / Damage Reported,GOOD,"90,556",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 26 Highway,Twilight Black,Gray
