,year,brand,make_model,price,price_bin,price_rating,mileage,mileage_15,mpg_city,mpg_highway,combined_mpg,condition,accident,one_owner,drive_type,fuel_type,engine,engine_#,automatic,turbo,electric,transmission,trans_#,interior,exterior,color
523,2013,30,INFINITI JX35 AWD w/ Premium Pkg,11488.0,2,2,159212,14,18,23,41,1,0,1,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Diamond Slate,N/A
524,2013,11,Mercedes-Benz E 350 4MATIC Sedan,11888.0,2,2,116995,14,19,29,48,1,1,0,1,0,6-Cylinder,6,1,0,0,7-Speed Automatic,7,Black,Black,Black
525,2020,8,GMC Acadia FWD SLT w/ SLT-1,40985.0,13,0,141,0,19,27,46,3,1,1,0,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Gray,Carbon Black Metallic - Black,Black
526,2013,11,Mercedes-Benz C 300 4MATIC Sedan,16888.0,4,0,39451,9,20,28,48,1,1,0,1,0,6-Cylinder,6,1,0,0,7-Speed Automatic,7,Beige,Dolomite Brown Metallic,Brown
527,2011,0,Chevrolet Camaro SS Coupe w/ 2SS,22488.0,7,0,38272,9,16,24,40,1,0,0,2,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Victory Red,Red
528,2017,0,Chevrolet Silverado 1500 LT,32990.0,11,2,78278,13,5,0,5,1,1,0,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Metallic,N/A,N/A
529,2018,25,Audi Q7 2.0T Premium Plus,36490.0,12,2,42423,10,19,25,44,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,Florett Silver Metallic,Silver
530,2014,0,Chevrolet Malibu LT,10795.0,2,1,94327,14,25,36,61,1,0,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Crystal Red Tintcoat - Red,Red
531,2005,9,Toyota Highlander 4WD V6 w/ 3rd Row,7599.0,1,1,123351,14,18,24,42,1,1,1,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Tan,Green,Green
532,2018,1,Lexus ES 350,30900.0,11,2,14150,3,21,30,51,1,0,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,Obsidian,N/A
533,2017,15,Buick Encore FWD Preferred,15950.0,3,2,21391,4,25,33,58,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Ebony Twilight Metallic,Ebony
534,2017,8,GMC Sierra 1500 Denali,43950.0,13,2,44566,10,5,0,5,2,1,0,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
535,2013,15,Buick LaCrosse Premium,9904.0,1,2,117213,14,17,27,44,1,0,0,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Storm Gray Metallic,Gray
536,2004,16,Jeep Wrangler X,12518.0,2,0,121906,14,16,19,35,1,0,0,1,0,6-Cylinder,6,0,0,0,5-Speed Manual,5,N/A,Shale Green Metallic Clearcoat/Black Soft Top,Green
537,2018,3,Ford Focus SE Hatchback,12608.0,2,2,38728,9,26,38,64,1,1,1,0,1,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Magnetic Metallic,Metallic
538,2018,3,Ford Fusion S,14659.0,3,2,44349,10,21,32,53,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Shadow Black,Black
539,2013,3,Ford F150 STX,14686.0,3,2,132783,14,6,0,6,1,0,0,2,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Red,N/A,N/A
540,2017,3,Ford Escape 4WD SE,14940.0,3,2,70930,13,22,28,50,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Magnetic Metallic,Metallic
541,2013,8,GMC Sierra 1500 4x4 Extended Cab SLE,14944.0,3,2,176003,14,6,0,6,1,0,0,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Metallic,N/A,N/A
542,2017,3,Ford Fusion SE,14977.0,3,2,80231,13,21,31,52,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Shadow Black,Black
543,2019,3,Ford Fusion S,15933.0,3,2,28685,6,21,31,52,2,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,White Gold Metallic,White
544,2018,4,Hyundai Sonata SEL,15977.0,3,2,33020,7,25,35,60,1,0,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Gray,Scarlet Red,Red
545,2019,3,Ford Fusion S,15989.0,3,2,28783,6,21,31,52,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Ingot Silver Metallic,Ingot
546,2018,0,Chevrolet Cruze Premier Sedan,16339.0,4,2,35112,8,29,40,69,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Kinetic Blue Metallic,Blue
547,2017,3,Ford Escape FWD Titanium,16794.0,4,2,62188,12,22,29,51,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,White Platinum Metallic Tri-Coat,White
548,2019,3,Ford Fusion SE,16977.0,4,2,27493,5,23,34,57,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Blue Metallic,Blue
549,2019,3,Ford Fusion SE,16977.0,4,2,27944,6,23,34,57,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Magnetic Metallic,Metallic
550,2018,3,Ford Escape FWD Titanium,17350.0,4,2,51733,11,21,28,49,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Shadow Black,Black
551,2018,2,Dodge Charger SXT w/ Blacktop Package,24695.0,8,1,35628,8,19,30,49,1,1,0,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Pitch Black Clearcoat - Black,Black
553,2018,3,Ford Escape FWD Titanium,17541.0,4,2,51666,11,21,28,49,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Ingot Silver Metallic,Ingot
554,2018,3,Ford Escape FWD Titanium,17575.0,4,2,50721,11,21,28,49,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Shadow Black,Black
555,2018,3,Ford Escape FWD Titanium,17595.0,4,2,47185,10,21,28,49,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Cinnamon Glaze Metallic,Metallic
556,2019,0,Chevrolet Equinox FWD LT w/ 1LT,17949.0,4,2,33521,7,26,32,58,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Pepperdust Metallic,Metallic
557,2018,3,Ford Escape FWD Titanium,17977.0,4,2,49212,11,21,28,49,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Ingot Silver Metallic,Ingot
558,2019,0,Chevrolet Camaro SS Coupe w/ 1SS,40495.0,13,2,1894,0,16,24,40,1,1,0,2,0,8-Cylinder,8,0,0,0,6-Speed Manual,6,Black,Summit White - White,White
559,2019,3,Ford Escape FWD Titanium,17977.0,4,2,56829,11,22,29,51,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Ingot Silver Metallic,Ingot
560,2018,3,Ford Escape FWD Titanium,17977.0,4,2,49448,11,21,28,49,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Shadow Black,Black
561,2018,3,Ford Escape FWD Titanium,17979.0,4,2,47308,10,21,28,49,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Blue Metallic,Blue
562,2018,3,Ford Escape FWD Titanium,17988.0,4,2,51105,11,21,28,49,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Blue Metallic,Blue
563,2017,3,Ford Escape FWD Titanium,17989.0,4,2,50042,11,22,29,51,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Shadow Black,Black
564,2018,3,Ford Escape FWD Titanium,18491.0,5,2,45376,10,21,28,49,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,White Platinum Metallic Tri-Coat,White
565,2019,3,Ford Escape FWD Titanium,18569.0,5,2,48453,11,22,29,51,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,White Platinum Metallic Tri-Coat,White
566,2019,3,Ford Escape FWD Titanium,18577.0,5,2,45475,10,22,29,51,2,0,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Ingot Silver Metallic,Ingot
567,2018,3,Ford Escape FWD Titanium,18589.0,5,2,50879,11,21,28,49,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Cinnamon Glaze Metallic,Metallic
568,2018,3,Ford Escape FWD Titanium,18589.0,5,2,50931,11,21,28,49,1,0,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Shadow Black,Black
569,2018,3,Ford Escape FWD Titanium,18589.0,5,2,50779,11,21,28,49,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Ingot Silver Metallic,Ingot
570,2019,3,Ford Escape FWD Titanium,18989.0,5,2,55607,11,22,29,51,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Agate Black Metallic,Black
571,2019,3,Ford Escape FWD Titanium,19322.0,5,2,43017,10,22,29,51,2,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Agate Black Metallic,Black
572,2018,3,Ford Escape FWD Titanium,19476.0,5,2,49442,11,21,28,49,2,0,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Blue Metallic,Blue
573,2015,14,Lincoln MKZ AWD,19890.0,5,0,45773,10,22,31,53,1,0,0,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,White Platinum Metallic Tri-Coat,White
574,2017,3,Ford Explorer FWD XLT,21977.0,6,2,63601,12,19,27,46,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Ruby Red Metallic Tinted Clearcoat,Red
575,2018,3,Ford Edge FWD SEL,21988.0,6,2,47805,11,17,26,43,2,1,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Ingot Silver Metallic,Ingot
576,2013,0,Chevrolet Silverado 1500 LT,21997.0,6,0,55309,11,6,0,6,1,0,1,1,1,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Metallic,N/A,N/A
577,2018,7,Honda CR-V AWD EX,24416.0,8,2,33756,7,27,33,60,1,0,1,1,0,4-Cylinder Turbo,4,1,1,0,Continuously Variable Automatic,0,Gray,Crystal Black Pearl,Black
578,2020,3,Ford Fusion SEL,24877.0,8,0,4848,1,23,34,57,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Rapid Red Metallic Tinted Clearcoat,Red
579,2017,3,Ford Explorer FWD XLT,24965.0,8,2,47188,10,17,24,41,1,0,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Smoked Quartz Metallic Tinted Clearcoat,Metallic
580,2020,3,Ford Fusion SEL,24977.0,8,0,2700,1,23,34,57,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,White Platinum Metallic Tri-Coat,White
581,2020,3,Ford Fusion SEL,24977.0,8,0,2662,1,23,34,57,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Alto Blue Metallic Tinted Clearcoat,Blue
582,2017,14,Lincoln MKC AWD Reserve,24977.0,8,2,47063,10,19,25,44,2,1,0,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Midnight Sapphire Blue Metallic,Blue
583,2020,3,Ford Fusion SEL,24988.0,8,0,2428,1,23,34,57,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Ebony,Agate Black Metallic,Black
584,2020,3,Ford Fusion SEL,24988.0,8,0,1784,0,23,34,57,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Agate Black Metallic,Black
585,2015,0,Chevrolet Tahoe 2WD LS,26969.0,9,2,80139,13,16,23,39,1,0,0,2,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Black,Black
586,2016,16,Jeep Wrangler 4WD Sport,27957.0,9,0,30959,7,17,21,38,1,0,0,1,0,6-Cylinder,6,0,0,0,6-Speed Manual,6,Black,Firecracker Red Clearcoat,Red
587,2017,3,Ford Explorer 4WD Limited,28689.0,10,2,53129,11,16,22,38,2,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Gray,Smoked Quartz Metallic Tinted Clearcoat,Metallic
588,2019,3,Ford Explorer FWD XLT,28989.0,10,2,27036,5,17,24,41,2,0,1,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Magnetic Metallic,Metallic
589,2018,3,Ford Explorer XLT,29489.0,10,2,31854,7,16,22,38,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Ingot Silver Metallic,Ingot
590,2018,3,Ford F150 XLT,29995.0,10,2,59912,12,18,23,41,1,1,1,1,1,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Gray,Oxford White,White
591,2019,9,Toyota Highlander AWD LE Hybrid,30696.0,11,2,20716,4,0,0,0,1,1,1,1,3,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,Black,N/A,N/A
592,2020,2,Dodge Durango AWD GT,31980.0,11,2,35777,8,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Db Black Clearcoat,Black
593,2018,3,Ford F150 XLT,31997.0,11,2,31103,7,6,0,6,1,0,0,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Blue,N/A,N/A
594,2017,3,Ford Expedition 4WD Limited,32615.0,11,2,74542,13,15,20,35,1,0,0,1,0,6-Cylinder Turbo,6,1,1,0,6-Speed Automatic,6,Ebony,Oxford White,White
595,2018,7,Honda Pilot AWD Touring,33989.0,11,2,37613,9,19,26,45,1,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,White Diamond Pearl,White
596,2020,3,Ford Explorer 4WD XLT,35617.0,12,2,28593,6,20,27,47,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,10-Speed Automatic,10,Ebony,Atlas Blue Metallic,Blue
597,2018,3,Ford F150 XLT,35976.0,12,2,34599,8,5,0,5,1,0,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Black,N/A,N/A
598,2018,3,Ford F150 Lariat,35977.0,12,2,67373,12,5,0,5,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,White,N/A,N/A
599,2020,0,Chevrolet Traverse AWD LT,36944.0,12,2,18731,3,17,25,42,1,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Cajun Red Tintcoat,Red
600,2019,3,Ford F150 XLT,38591.0,12,2,18410,3,18,23,41,1,1,1,1,1,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Gray,Magnetic Metallic,Metallic
601,2018,3,Ford F150 Lariat,42589.0,13,2,38679,9,18,23,41,2,1,1,1,1,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Black,Oxford White,White
602,2020,26,Volvo XC60 FWD T5 Inscription,46989.0,13,0,7657,2,22,29,51,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,N/A,Ice White,White
603,2018,3,Ford F150 SuperCrew Platinum,49498.0,13,2,30731,7,18,23,41,1,0,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Black,White Platinum Metallic Tri-Coat,White
604,2016,16,Jeep Wrangler 4WD Unlimited Sport w/ RHD,14936.0,3,0,131130,14,16,20,36,1,1,1,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,Red,Red
606,2019,3,Ford Expedition 4WD Limited,53577.0,14,2,27175,5,17,22,39,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Ebony,Agate Black Metallic,Black
607,2019,8,GMC Sierra 1500 Denali,54750.0,14,2,20091,4,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,10-Speed Automatic,10,Blue,N/A,N/A
608,2020,3,Ford Expedition Max 4WD Limited,55887.0,14,2,24965,5,16,21,37,2,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,Ebony,Agate Black,Black
609,2020,3,Ford Mustang Shelby GT500 Coupe,93888.0,14,0,1062,0,12,18,30,2,1,0,2,0,8-Cylinder Supercharged,8,1,1,0,7-Speed Automatic,7,Ebony,Twister Orange Tri-Coat,Orange
610,2017,4,Hyundai Sonata ECO,14000.0,3,2,55050,11,28,36,64,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,7-Speed Automatic,7,Gray,Quartz White Pearl,White
611,2016,17,Cadillac CTS Luxury AWD Sedan,23454.0,7,1,55810,11,21,29,50,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Shiftable Automatic,8,N/A,Black Raven,Black
612,2017,3,Ford Escape FWD SE,14250.0,3,2,60048,12,23,30,53,1,0,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,N/A,Tan,Tan
613,2019,2,Dodge Journey FWD GT,17850.0,4,2,37655,9,17,25,42,2,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Vice White,White
614,2019,16,Jeep Compass 4WD Trailhawk,21500.0,6,2,36611,8,22,30,52,1,0,1,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Red,Granite Crystal Metallic Clearcoat,Granite
615,2019,16,Jeep Compass 4WD Trailhawk,21800.0,6,2,27735,5,22,30,52,1,0,1,1,0,4-Cylinder,4,1,0,0,9-Speed Automatic,9,Red,Redline Pearlcoat,Red
616,2019,16,Jeep Cherokee 4WD Latitude,22000.0,6,1,28106,6,21,29,50,1,1,1,1,0,6-Cylinder,6,1,0,0,9-Speed Automatic,9,Black,Bright White Clearcoat,White
617,2019,2,Dodge Charger SXT,24250.0,8,2,22656,4,19,30,49,1,0,1,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Destroyer Gray Clearcoat,Gray
618,2019,3,Ford Mustang Coupe,24850.0,8,2,16131,3,0,0,0,1,1,1,2,0,4-Cylinder Turbo,4,1,1,0,10-Speed Automatic,10,Ebony,Shadow Black,Black
619,2019,8,GMC Acadia AWD SLT w/ SLT-1,27000.0,9,1,70521,12,17,25,42,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Ebony Twilight Metallic,Ebony
620,2017,3,Ford Edge AWD Titanium,27000.0,9,0,25020,5,17,24,41,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Shadow Black,Black
621,2019,3,Ford Edge AWD Titanium,27830.0,9,2,41400,9,21,28,49,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,N/A,Magnetic Metallic,Metallic
622,2019,16,Jeep Grand Cherokee Limited,29500.0,10,2,34361,8,18,25,43,2,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Velvet Red Pearlcoat,Red
623,2019,20,RAM 1500 Big Horn,30750.0,11,2,37216,8,6,0,6,1,1,0,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,Information Unavailable,N/A
624,2019,16,Jeep Grand Cherokee Limited,31500.0,11,2,35182,8,18,25,43,1,1,1,1,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Billet Silver Metallic Clearcoat,Silver
625,2017,2,Dodge Charger R/T,33750.0,11,0,21969,4,16,25,41,1,1,1,2,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Pearl,Pitch Black Clearcoat,Black
626,2019,20,RAM 1500 4x4 Crew Cab,37650.0,12,2,30644,6,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Red,N/A,N/A
627,2019,20,RAM 1500 4x4 Crew Cab,38000.0,12,2,30139,6,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Black,N/A,N/A
628,2019,20,RAM 1500 4x4 Crew Cab,38000.0,12,2,27230,5,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
629,2019,20,RAM 1500 4x4 Crew Cab,38000.0,12,2,30421,6,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Granite,N/A,N/A
630,2019,20,RAM 1500 4x4 Crew Cab,38250.0,12,2,19408,4,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Red,N/A,N/A
631,2018,20,RAM 1500 Laramie Limited,39000.0,12,2,33395,7,5,0,5,1,0,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Pearl,N/A,N/A
632,2015,15,Buick Enclave FWD Premium,20000.0,5,2,68448,12,17,24,41,1,1,0,0,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,White Diamond Tricoat,White
633,2016,8,GMC Terrain FWD SLE w/ SLE-2,16988.0,4,1,44386,10,22,31,53,1,0,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,White,White
634,2020,3,Ford Explorer 4WD Limited,41500.0,13,2,17436,3,20,27,47,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,10-Speed Automatic,10,Ebony,Agate Black Metallic,Black
635,2020,0,Chevrolet Tahoe LT,45000.0,13,2,26652,5,15,21,36,1,1,1,1,0,8-Cylinder,8,1,0,0,6-Speed Automatic,6,Black,Silver,Silver
636,2019,20,RAM 1500 Laramie,45500.0,13,2,22349,4,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,Granite,N/A,N/A
637,2019,3,Ford F150 King Ranch,49777.0,13,2,24533,5,18,23,41,1,1,1,1,0,6-Cylinder Turbo,6,1,1,0,10-Speed Automatic,10,N/A,White Platinum Metallic Tri-Coat,White
638,2011,9,Toyota Highlander Limited,11619.0,2,2,176044,14,17,22,39,1,1,0,1,0,6-Cylinder,6,1,0,0,5-Speed Automatic,5,Black,Nautical Blue Metallic,Blue
639,2018,0,Chevrolet Equinox AWD Premier w/ 2LZ,24595.0,8,2,37109,8,22,28,50,1,1,0,1,0,4-Cylinder Turbo,4,1,1,0,9-Speed Automatic,9,Black,Iridescent Pearl Tricoat - White,Pearl
640,2017,3,Ford Fusion SE,15395.0,3,1,45137,10,21,32,53,1,1,0,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,N/A,Oxford White,White
641,2019,2,Dodge Grand Caravan GT,17590.0,4,2,43769,10,17,25,42,1,1,1,0,1,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Black,Granite Pearlcoat,Granite
642,2018,16,Jeep Compass Latitude,17765.0,4,2,37274,8,22,31,53,1,1,1,0,0,4-Cylinder,4,1,0,0,6-Speed Automatic,6,Black,Diamond Black Crystal Pearlcoat,Black
643,2016,2,Dodge Charger SXT,18880.0,5,2,60380,12,19,30,49,1,1,0,2,0,6-Cylinder,6,1,0,0,8-Speed Automatic,8,Black,Bright White Clearcoat,White
644,2020,0,Chevrolet Equinox LT,19291.0,5,2,39484,9,25,30,55,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Silver Ice Metallic,Silver
645,2019,9,Toyota RAV4 AWD LE,23391.0,7,2,31417,7,27,34,61,1,1,1,1,0,4-Cylinder,4,1,0,0,8-Speed Automatic,8,Black,Ruby Flare Pearl,Pearl
646,2018,9,Toyota Tacoma TRD Sport,35295.0,12,2,39592,9,50,50,100,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,N/A,N/A,N/A
647,2019,7,Honda Ridgeline AWD RTL-E,36588.0,12,2,21164,4,5,0,5,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,White,N/A,N/A
648,2019,20,RAM 1500 4x4 Crew Cab,38290.0,12,2,20355,4,5,0,5,1,1,1,1,0,8-Cylinder,8,1,0,0,8-Speed Automatic,8,White,N/A,N/A
649,2016,0,Chevrolet Cruze L Sedan,13149.0,3,0,17159,3,28,39,67,1,1,0,0,0,4-Cylinder Turbo,4,0,1,0,6-Speed Manual,6,Black,Silver Ice Metallic,Silver
650,2015,12,Nissan Murano S,13900.0,3,2,97020,14,21,28,49,1,1,0,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,Black,Black,Black
651,2016,4,Hyundai Veloster Turbo,16241.0,4,0,33316,7,25,33,58,1,0,0,0,0,4-Cylinder Turbo,4,0,1,0,6-Speed Manual,6,Black,Matte Blue,Blue
652,2015,12,Nissan Murano SL,16419.0,4,2,104385,14,21,28,49,1,1,1,1,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,Beige,White,White
653,2017,6,Volkswagen Jetta SE Sedan,16499.0,4,0,17073,3,28,38,66,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Platinum Gray Metallic,Gray
654,2019,2,Dodge Journey SE,18688.0,5,2,20554,4,19,25,44,1,1,1,0,0,4-Cylinder,4,1,0,0,4-Speed Automatic,4,Black,White,White
655,2019,0,Chevrolet Equinox FWD LT w/ 1LT,19326.0,5,2,30033,6,26,32,58,1,1,1,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Gray,Gray,Gray
656,2015,22,BMW X4 xDrive28i,20981.0,6,2,75598,13,20,28,48,1,0,0,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,Melbourne Red Metallic,Red
657,2017,3,Ford Explorer 4WD XLT,24750.0,8,2,47919,11,16,23,39,1,1,1,1,0,6-Cylinder,6,1,0,0,6-Speed Automatic,6,Ebony,Black,Black
658,2020,12,Nissan Maxima SV w/ Floor Mat Group,25199.0,8,2,31661,7,20,30,50,1,0,1,0,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Black,Black
659,2017,0,Chevrolet Cruze LT Sedan,14990.0,3,0,36010,8,30,40,70,1,1,0,0,0,4-Cylinder Turbo,4,1,1,0,6-Speed Automatic,6,Black,Summit White,White
660,2020,15,Buick Encore GX FWD Essence,23660.0,7,0,7,0,26,30,56,3,1,1,0,0,3-Cylinder Turbo,3,1,1,0,Continuously Variable Automatic,0,Ebony,Satin Steel Metallic - Gray,Metallic
661,2020,12,Nissan Maxima SV w/ Floor Mat Group,25299.0,8,2,35909,8,20,30,50,1,1,1,0,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Blue,Blue
662,2020,12,Nissan Maxima SV w/ Floor Mat Group,25391.0,8,2,35426,8,20,30,50,1,1,1,0,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Blue,Blue
663,2020,6,Volkswagen Tiguan SE,25644.0,8,0,9996,2,20,27,47,1,1,1,1,0,4-Cylinder Turbo,4,1,1,0,8-Speed Automatic,8,Black,Silk,N/A
664,2020,12,Nissan Maxima SV w/ Floor Mat Group,25740.0,8,2,31032,7,20,30,50,1,1,1,0,0,6-Cylinder,6,1,0,0,Continuously Variable Automatic,0,N/A,Silver,Silver
