,0,1,2,3,4,5,6,7,8,9
157,Used 2020 Kia Soul EX,"19,450","4,489",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 33 Highway,Solar Yellow,Black/Gray
158,Used 2020 Kia Sedona LX,"25,295","4,744",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 24 Highway,Silky Silver,Gray
159,Used 2017 Cadillac XT5 AWD Luxury,"26,997","34,379",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 26 Highway,Gray,Jet Black
160,Used 2017 Ford Explorer 4WD XLT,"26,980","44,249",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 23 Highway,Shadow Black,Ebony Black
161,Used 2011 Toyota Prius Three,"10,599","80,709",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,51 City / 48 Highway,White
162,Used 2017 Ford Fiesta SE Hatchback,"10,663","26,687",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,27 City / 37 Highway,Ingot Silver Metallic,Charcoal Black
163,Used 2017 Ford Focus SE Sedan,"11,965","44,114",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Flexible Fuel,Information Unavailable,Magnetic Metallic,Charcoal Black
164,Used 2019 Ford Fiesta S Sedan,"12,488","7,803",2 wheel drive - front,4-Cylinder,6-Speed Shiftable Automatic,Gasoline,27 City / 37 Highway,Ingot Silver Metallic,Charcoal Black
165,Used 2015 Jeep Compass Latitude,"15,477","26,670",4 wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 27 Highway,True Blue Pearlcoat,Dark Slate Gray
166,Used 2013 Honda Accord EX-L,"15,989","52,307",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,21 City / 34 Highway,Modern Steel Metallic,Gray
167,Used 2016 Lincoln MKZ Hybrid,"17,434","46,137",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,41 City / 39 Highway,Luxe Metallic
168,Used 2014 Ford Explorer 4WD XLT,"17,446","84,496",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 23 Highway,Sterling Gray Metallic,Medium Light Stone
169,Used 2014 Ford Explorer 4WD XLT,"17,955","77,586",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 23 Highway,Sterling Gray Metallic,Charcoal Black
170,Used 2017 Ford Escape FWD Titanium,"18,499","35,566",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Ingot Silver Metallic,Charcoal Black
171,Used 2018 GMC Terrain FWD SLE,"18,557","28,199",2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,26 City / 30 Highway,Red Quartz Tintcoat,Medium Ash Gray
172,Certified 2017 Ford Escape FWD Titanium,"18,922","39,173",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 29 Highway,Magnetic Metallic,Charcoal Black
174,Used 2018 Chevrolet Equinox FWD LT w/ 1LT,"18,977","23,894",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,26 City / 32 Highway,Storm Blue Metallic,Jet Black
175,Used 2018 Ford Escape FWD Titanium,"19,398","29,484",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 28 Highway,Ingot Silver Metallic,Medium Light Stone
176,New 2021 Volkswagen Atlas 4Motion SEL Premium V6,"45,853",9,All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,16 City / 22 Highway,Pacific Blue Metallic,Titan Black
177,New 2020 Buick Encore GX AWD Select,"24,860",25,All wheel drive,3-Cylinder Turbo,9-Speed Automatic,Gasoline,26 City / 29 Highway,Satin Steel Metallic - Gray,Ebony With Ebony
178,Used 2015 Chevrolet Camaro LT Coupe w/ RS Package,"19,862","49,147",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Gasoline,Information Unavailable,Ashen Gray Metallic,Black
179,Used 2017 Chevrolet Malibu Premier w/ 2LZ,"19,954","40,774",2 wheel drive - front,4-Cylinder Turbo,9-Speed Automatic,Gasoline,22 City / 33 Highway,Nightfall Gray Metallic,Dark Atmosphere/Loft Brown
180,Used 2017 Ford Escape 4WD Titanium,"19,987","44,173",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,20 City / 27 Highway,Ruby Red Metallic Tinted Clearcoat,Charcoal Black
181,Used 2020 Ford Fusion SE,"20,445","2,241",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Agate Black Metallic,Ebony
182,Used 2020 Ford Fusion SE,"20,477","3,900",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Iconic Silver Metallic,Ebony
183,Used 2017 Hyundai Tucson Limited,"18,972","67,686",2 wheel drive - front,4-Cylinder Turbo,7-Speed Automatic,Gasoline,25 City / 30 Highway,Ruby Wine,Beige
184,Used 2020 Ford Fusion SE,"20,788","2,298",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,23 City / 34 Highway,Rapid Red Metallic Tinted Clearcoat,Ebony
185,Used 2018 Nissan Rogue SL,"22,995","25,909",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 32 Highway,Pearl White,Charcoal
186,Used 2015 Ford Expedition EL 2WD Limited,"24,989","73,870",2 wheel drive - rear,6-Cylinder Turbo,6-Speed Automatic,Gasoline,15 City / 21 Highway,Tuxedo Black Metallic,Dune
187,Used 2015 Nissan Titan SV,"25,464","59,243",4 wheel drive,8-Cylinder,5-Speed Automatic,Gasoline,"5'6""",12 City / 17 Highway,Brilliant Silver
188,Used 2013 Ford F150 FX4,"25,488","93,581",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,14 City / 19 Highway,Tuxedo Black Metallic,Black
189,Certified 2017 Ford Explorer FWD XLT,"26,689","31,061",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,19 City / 27 Highway,Canyon Ridge Metallic,Ebony Black
191,Used 2016 Lincoln MKX AWD Reserve,"26,989","43,190",All wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,17 City / 24 Highway,Ruby Red Metallic Tinted Clearcoat,Cappuccino
192,Used 2017 BMW X3 xDrive35i,"29,352","33,811",All wheel drive,6-Cylinder Turbo,8-Speed Automatic,Gasoline,19 City / 26 Highway,Jet Black,Black
193,Used 2014 Ford F150 SuperCrew Platinum,"29,589","81,221",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,14 City / 19 Highway,White Platinum Metallic Tri-Coat,Black
194,Used 2014 GMC Sierra 1500 SLT,"29,995","86,806",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'10""",16 City / 22 Highway,Iridium Metallic
195,Used 2018 Jeep Grand Cherokee 4WD Limited,"30,481","22,091",4 wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,18 City / 25 Highway,Velvet Red Pearlcoat,Light Frost Beige/Black
196,Used 2016 Ford F150 XLT,"32,854","57,888",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,17 City / 23 Highway,Ingot Silver Metallic,Black
197,Used 2016 Dodge Challenger R/T Scat Pack,"32,947","51,263",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,14 City / 23 Highway,Maximum Steel Metallic Clearcoat,Black
198,Used 2020 Ford Escape 4WD Titanium,"32,977","1,960",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,23 City / 31 Highway,Star White Metallic Tri-Coat,Sandstone
199,Used 2016 Ford F150 XLT,"34,989","46,736",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,17 City / 23 Highway,Blue Jeans Metallic,Medium Earth Gray
200,Certified 2018 Ford F150 XLT,"35,888","24,093",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Magma Red Metallic
201,Used 2018 Ford F150 XLT,"35,976","34,599",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Shadow Black
202,Used 2020 Toyota Sienna XLE Premium,"36,915","10,014",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 26 Highway,Blizzard Pearl,Bisque
203,Certified 2017 Ford Explorer 4WD Platinum,"36,970","28,491",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,16 City / 22 Highway,White Platinum Metallic Tri-Coat,Medium Soft Ceramic
205,Used 2020 Toyota Tacoma w/ SR5 Package,"37,488","1,900",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,5',18 City / 22 Highway,Quicksand
206,Used 2015 Cadillac SRX FWD Luxury,"17,995","81,438",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,17 City / 24 Highway,Radiant Silver Metallic - Gray,Ebony W/Ebony Accents Leather
207,New 2019 Cadillac CTS Luxury Sedan,"42,440",10,2 wheel drive - rear,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 30 Highway,Black Raven - Black,Very Light Cashmere With Jet B
208,Used 2015 Ford F150 SuperCrew Platinum,"37,488","68,514",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,"5'6""",15 City / 21 Highway,Tuxedo Black Metallic
209,Certified 2018 Ford F150 XLT,"38,400","21,636",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,18 City / 23 Highway,Ruby Red Metallic Tinted Clearcoat,Medium Earth Gray
211,Used 2020 Volvo XC60 FWD T5 Inscription,"46,989","7,657",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 29 Highway,Ice White,Blond
212,Used 2018 RAM 2500 Laramie Longhorn,"62,988","10,202",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Diesel,"6'5""",Information Unavailable,Pearl White
213,Used 2018 Mercedes-Benz S 560 4MATIC Sedan,"71,882","29,000",All wheel drive,8-Cylinder Turbo,9-Speed Automatic,Gasoline,17 City / 27 Highway,Selenite Gray Metallic,Black
214,Used 2015 FIAT 500 Abarth Hatchback,"10,990","65,076",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,Information Unavailable,Granito Lucente (Granite Crystal),Black
215,Used 2017 Nissan Maxima 3.5 SV,"21,000","34,796",2 wheel drive - front,6-Cylinder,Continuously Variable Automatic,Gasoline,21 City / 30 Highway,Pearl White,Charcoal
216,Used 2019 Ford Edge FWD SEL,"27,775","7,432",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 29 Highway,Ingot Silver,Ebony
217,Used 2017 Toyota Tacoma TRD Off-Road,"32,500","35,732",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,5',18 City / 23 Highway,Silver Sky Metallic
218,Used 2017 Ford Explorer 4WD Sport,"32,500","36,850",4 wheel drive,6-Cylinder Turbo,6-Speed Automatic,Gasoline,16 City / 22 Highway,Shadow Black,Ebony Black
219,Used 2020 Honda Odyssey Touring,"41,875","2,733",2 wheel drive - front,6-Cylinder,10-Speed Automatic,Gasoline,19 City / 28 Highway,Modern Steel Metallic,Gray
220,Used 2018 GMC Sierra 1500 Denali,"47,500","24,859",4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"5'10""",15 City / 20 Highway,Red Quartz Tintcoat
221,Used 2014 Hyundai Elantra SE,"10,195","43,740",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,27 City / 37 Highway,Venetian Red,Gray
222,Used 2017 Honda Fit LX,"13,987","28,360",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,33 City / 40 Highway,Milano Red,Black
223,Used 2017 Buick Encore FWD Preferred,"15,995","26,699",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Ebony Twilight Metallic,Ebony
224,Used 2015 Toyota Venza XLE,"16,900","59,396",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 26 Highway,Celestial Silver Metallic,Light Gray
225,Used 2018 Buick Encore FWD Preferred,"16,980","16,094",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,25 City / 33 Highway,Graphite Gray Metallic,Ebony
226,Certified 2016 Hyundai Tucson Sport,"17,995","30,100",All wheel drive,4-Cylinder Turbo,7-Speed Automatic,Gasoline,24 City / 28 Highway,Coliseum Gray,Black
227,Used 2017 Hyundai Santa Fe AWD Sport,"18,995","39,212",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,20 City / 26 Highway,Red,Beige
228,Used 2018 Chevrolet Equinox AWD LT w/ 1LT,"19,980","28,020",All wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,24 City / 30 Highway,Nightfall Gray Metallic,Jet Black
229,Used 2013 RAM 1500 Express,"21,595","82,250",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'8""",14 City / 19 Highway,Deep Cherry Red
230,Used 2020 Hyundai Tucson Value,"21,697","11,225",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 25 Highway,Cream White Pearl,Gray
231,Used 2017 Toyota Sienna XLE Premium,"26,849","44,363",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 27 Highway,Sky Blue Pearl,Ash
232,Used 2017 Nissan Titan SV,"30,295","42,015",4 wheel drive,8-Cylinder,7-Speed Automatic,Gasoline,"5'6""",15 City / 21 Highway,Glacier White
233,Used 2018 Nissan Sentra S,"13,316","43,906",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Gun Metallic,Charcoal
234,Used 2014 Volkswagen Jetta TDI Sedan,"13,321","33,611",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Diesel,29 City / 37 Highway,Pure White,Titan Black
235,Used 2016 Chevrolet Spark LT,"10,988","16,860",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Purple,Black Cloth
236,Used 2019 Chevrolet Cruze LT Sedan,"14,950","39,596",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,28 City / 38 Highway,Satin Steel Gray Metallic,Jet Black
237,Used 2016 Hyundai Veloster Turbo,"16,241","33,316",2 wheel drive - front,4-Cylinder Turbo,6-Speed Manual,Gasoline,25 City / 33 Highway,Matte Blue,Black
238,Used 2020 Volkswagen Tiguan FWD S,"22,999","7,226",2 wheel drive - front,4-Cylinder Turbo,8-Speed Automatic,Gasoline,22 City / 29 Highway,Black,Titan Black
239,Used 2019 Ford F150 XL,"23,956","10,967",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,8',19 City / 25 Highway,White
240,Used 2013 Kia Forte EX Sedan,"8,991","58,995",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,26 City / 36 Highway,Clear White,Black
241,Used 2016 Ford Focus SE Sedan,"12,991","36,769",2 wheel drive - front,4-Cylinder,5-Speed Manual,Flexible Fuel,26 City / 36 Highway,Oxford White,Charcoal Black
242,New 2020 Chevrolet Malibu LT w/ 1LT,"23,297",0,2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,29 City / 36 Highway,Shadow Gray Metallic - Gray,Jet Black Cloth
243,Used 2016 Ford Escape FWD S,"13,791","45,555",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,22 City / 30 Highway,Ruby Red Metallic Tinted Clearcoat,Charcoal Black
244,Used 2017 Honda Accord LX Sedan,"15,891","42,661",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,27 City / 36 Highway,Modern Steel Metallic,Black
245,Used 2017 Honda Odyssey SE,"23,991","40,957",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,19 City / 27 Highway,Lunar Silver Metallic,Gray
246,Used 2015 RAM 1500 Express,"24,591","69,375",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'5""",16 City / 23 Highway,Bright Silver Metallic Clearcoat
247,Used 2018 Toyota Sienna LE,"24,991","27,331",2 wheel drive - front,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 27 Highway,Silver Sky Metallic,Ash
248,Used 2017 Chevrolet Silverado 1500 LT,"32,591","42,361",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"5'10""",16 City / 22 Highway,Silver Ice Metallic
249,Used 2018 Ford F150 XLT,"37,591","24,281",4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Oxford White
250,Used 2016 Dodge Challenger SRT Hellcat,"51,491","17,325",2 wheel drive - rear,8-Cylinder Supercharged,6-Speed Manual,Gasoline,13 City / 21 Highway,Redline Red Tricoat Pearl,Sepia
251,Used 2017 Subaru Impreza 2.0i Premium Hatchback,"16,545","44,426",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,23 City / 27 Highway,Ice Silver Metallic,Black
252,Used 2018 Subaru Impreza 2.0i,"16,735","24,237",All wheel drive,4-Cylinder,5-Speed Manual,Gasoline,24 City / 31 Highway,Crystal Black Silica,Black
253,Used 2017 Subaru Legacy 2.5i Limited,"19,594","39,370",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 34 Highway,Carbide Gray Metallic,Black
254,Used 2017 Subaru Legacy 2.5i Limited,"19,859","35,416",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,25 City / 34 Highway,Crystal Black Silica,Black
255,Used 2018 Honda Accord 2.0T Touring,"25,397","29,404",2 wheel drive - front,4-Cylinder Turbo,10-Speed Automatic,Gasoline,22 City / 32 Highway,White,1HGCV2F97JA043019
256,Used 2018 Subaru Forester 2.5i Touring,"27,500","28,523",All wheel drive,4-Cylinder,Continuously Variable Automatic,Gasoline,26 City / 32 Highway,Sepia Bronze,Brown
257,Used 2020 Tesla Model 3 Standard Range Plus,"39,480","2,462",2 wheel drive - rear,Electric,Single-Speed,220 Miles,White,Black,5YJ3E1EAXLF645346
258,Certified 2019 Chevrolet Colorado LT,"23,500","9,485",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,"6'2""",20 City / 26 Highway,Silver Ice Metallic
259,Used 2009 Honda CR-V EX,"9,128","114,748",4 wheel drive,4-Cylinder,5-Speed Automatic,Gasoline,20 City / 26 Highway,Glacier Blue Metallic,Gray
260,Used 2015 Honda Civic EX Sedan,"14,862","40,515",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Crystal Black Pearl,Black
261,Used 2013 Honda CR-V EX-L,"14,997","83,001",2 wheel drive - front,4-Cylinder,5-Speed Automatic,Gasoline,23 City / 30 Highway,5J6RM3H7XDL019975,
262,Used 2013 Acura MDX,"15,495","103,848",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,16 City / 21 Highway,2HNYD2H2XDH516726,
263,New 2020 RAM 1500 4x4 Crew Cab,"50,050MSRP",10,4 wheel drive,8-Cylinder,8-Speed Automatic,Gasoline,"6'5""",19 City / 24 Highway,Granite Crystal Metallic Clearcoat
264,Used 2014 Audi Q5 2.0T Premium,"18,795","57,798",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Flexible Fuel,20 City / 27 Highway,Brilliant Black,Black
265,Certified 2019 Honda Fit EX,"17,980","12,605",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,33 City / 40 Highway,Orange,Black
266,Certified 2017 Honda Civic EX-L Sedan,"19,874","24,182",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,32 City / 42 Highway,Lunar,Black
267,Certified 2018 Honda Civic EX-L,"22,550","22,906",2 wheel drive - front,4-Cylinder Turbo,Continuously Variable Automatic,Gasoline,31 City / 40 Highway,Aegean Blue Metallic,Black
268,Used 2019 Ford Escape 4WD Titanium,"26,875","1,159",4 wheel drive,4-Cylinder Turbo,6-Speed Automatic,Gasoline,21 City / 27 Highway,Black Metallic,Charcoal Black
269,Certified 2019 Honda Pilot AWD EX-L,"34,999","13,213",All wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,18 City / 26 Highway,White Diamond Pearl,Beige
270,New 2020 Jeep Cherokee FWD Latitude,"28,790MSRP",10,2 wheel drive - front,4-Cylinder,9-Speed Automatic,Gasoline,22 City / 31 Highway,Velvet Red Pearlcoat,Black
271,Used 2014 Ford Taurus SEL,"15,990","29,051",2 wheel drive - front,4-Cylinder Turbo,6-Speed Automatic,Gasoline,22 City / 32 Highway,Silver,Beige
272,Used 2014 Honda Civic EX-L Coupe,"16,590","17,761",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Gasoline,29 City / 37 Highway,Silver,Gray
273,Used 2012 Ford F150 XL,"16,990","29,611",2 wheel drive - rear,6-Cylinder Turbo,6-Speed Automatic,Gasoline,8',16 City / 22 Highway,Silver
274,Used 2012 MAZDA MX-5 Miata Grand Touring Hard Top,"17,990","15,997",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 27 Highway,Red,Beige
275,Used 2011 Ford Ranger XLT,"18,990","23,243",2 wheel drive - rear,6-Cylinder,5-Speed Automatic with Overdrive,Gasoline,6',Information Unavailable,Silver
276,Used 2016 MAZDA MX-5 Miata Grand Touring,"22,990","8,056",2 wheel drive - rear,4-Cylinder,6-Speed Manual,Gasoline,27 City / 34 Highway,Black,Black
277,Used 2013 Ford F150 STX,"22,990","61,843",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"6'6""",16 City / 21 Highway,Gray
278,Used 2014 Ford Mustang GT Premium,"23,990","55,558",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,16 City / 25 Highway,Black,Black
279,Used 2014 Dodge Challenger R/T,"23,990","23,020",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,15 City / 23 Highway,Red,Black
280,Used 2018 MAZDA MX-5 Miata Grand Touring,"23,990","5,588",2 wheel drive - rear,4-Cylinder,6-Speed Automatic,Gasoline,26 City / 35 Highway,White,Black
282,Used 2016 Ford F150 XLT,"23,990","2,713",2 wheel drive - rear,6-Cylinder,6-Speed Automatic,Flexible Fuel,8',18 City / 24 Highway,White
283,Used 2017 MAZDA MX-5 Miata Grand Touring,"24,990","4,887",2 wheel drive - rear,4-Cylinder,6-Speed Manual,Gasoline,26 City / 33 Highway,White,Black
284,Used 2013 RAM 1500 Express,"25,990","31,390",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,"6'5""",14 City / 20 Highway,Black
285,Used 2017 Dodge Challenger GT AWD,"27,990","25,198",All wheel drive,6-Cylinder,8-Speed Automatic,Gasoline,19 City / 30 Highway,Black,Black
286,Used 2015 Chevrolet Colorado 4x4 Crew Cab Z71,"27,990","48,528",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Red
287,Used 2016 Chevrolet Colorado 4x4 Crew Cab Z71,"28,990","35,226",4 wheel drive,6-Cylinder,6-Speed Automatic,Gasoline,"5'2""",17 City / 24 Highway,Silver
288,Used 2015 Dodge Challenger R/T Plus,"28,990","15,653",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,15 City / 23 Highway,Silver,Black
289,Used 2017 RAM 1500 Tradesman,"28,990","21,537",4 wheel drive,6-Cylinder,8-Speed Automatic,Flexible Fuel,"6'5""",16 City / 23 Highway,Black
290,Used 2015 Chevrolet Silverado 1500 LT,"29,590","33,092",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",17 City / 22 Highway,Black
291,Used 2017 Hyundai Azera,"16,950","39,446",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,20 City / 28 Highway,Hyper White,Black
293,Used 2015 Chevrolet Silverado 2500 2WD Double Cab,"29,990","71,486",2 wheel drive - rear,8-Cylinder Turbo,6-Speed Automatic,Diesel,8',Information Unavailable,White
294,Used 2019 Nissan Frontier PRO-4X,"30,990","5,753",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,5',15 City / 21 Highway,Silver
295,Used 2013 Ford Mustang Boss 302 Coupe,"32,990","17,962",2 wheel drive - rear,8-Cylinder,6-Speed Manual,Gasoline,16 City / 25 Highway,Yellow,Black
296,Used 2018 Jeep Wrangler 4WD Unlimited Sport,"33,990","6,072",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,17 City / 23 Highway,Black,Black
297,Used 2017 Chevrolet Silverado 1500 LT w/ Z71,"33,990","22,756",4 wheel drive,8-Cylinder,6-Speed Automatic,Gasoline,"6'7""",16 City / 22 Highway,Black
298,New 2020 Cadillac XT4 AWD Sport,"47,265","4,601",All wheel drive,4-Cylinder Turbo,9-Speed Automatic,Gasoline,22 City / 29 Highway,Red Horizon Tintcoat - Red,Jet Black With Cinnamon Accent
299,Used 2018 Jeep Wrangler 4WD Unlimited Sport,"34,590","8,075",4 wheel drive,6-Cylinder,6-Speed Manual,Gasoline,17 City / 23 Highway,Black,Black
300,Used 2016 Ford F150 XL,"34,990","21,329",4 wheel drive,8-Cylinder,6-Speed Automatic,Flexible Fuel,"5'6""",17 City / 23 Highway,Silver
301,Used 2019 Ford F150 XL,"35,990",988,4 wheel drive,6-Cylinder Turbo,10-Speed Automatic,Gasoline,"5'6""",18 City / 23 Highway,Gray
302,Used 2014 Chevrolet Corvette Stingray Coupe,"38,590","35,231",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,16 City / 27 Highway,Red,Black
303,Used 2019 Toyota 4Runner Limited,"43,990","10,260",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,17 City / 20 Highway,Gray,Black
304,Used 2014 Toyota Prius V,"11,831","87,825",2 wheel drive - front,4-Cylinder,Continuously Variable Automatic,Hybrid Gas/Electric,Information Unavailable,44 City / 40 Highway,Sea Glass Pearl
305,Used 2016 Hyundai Tucson SE,"15,920","42,673",All wheel drive,4-Cylinder,6-Speed Automatic,Gasoline,21 City / 26 Highway,Beige,Black
306,Used 2015 Jeep Grand Cherokee Laredo,"21,900","30,203",4 wheel drive,6-Cylinder,8-Speed Automatic,Flexible Fuel,17 City / 24 Highway,Black,Black
307,Used 2014 Toyota Tundra Limited,"30,852","70,198",2 wheel drive - rear,8-Cylinder,6-Speed Automatic,Gasoline,"5'6""",13 City / 18 Highway,Silver
308,Used 2014 Chevrolet Impala LT w/ Premium Seating Package,"13,988","89,326",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Flexible Fuel,19 City / 29 Highway,Silver Ice Metallic,Jet Black
309,Used 2018 Audi Q7 2.0T Premium Plus,"36,490","42,423",All wheel drive,4-Cylinder Turbo,8-Speed Automatic,Gasoline,19 City / 25 Highway,Florett Silver Metallic,Black
310,Used 2017 Jeep Wrangler 4WD Unlimited Sport,"34,950","16,016",4 wheel drive,6-Cylinder,5-Speed Automatic,Gasoline,16 City / 20 Highway,Black Clearcoat,Black
311,Used 2011 Ford Fusion SE,"7,489","114,313",2 wheel drive - front,4-Cylinder,6-Speed Automatic,Gasoline,Information Unavailable,Steel Blue Metallic,Charcoal Black
312,Used 2006 Ford F150 XLT,"8,989","195,634",4 wheel drive,8-Cylinder,4-Speed Automatic,Gasoline,14 City / 18 Highway,Silver Clearcoat Metallic,Dark Flint
313,Used 2013 Chevrolet Impala LT,"8,993","95,525",2 wheel drive - front,6-Cylinder,6-Speed Automatic,Gasoline,Information Unavailable,Summit White,Ebony
